Node ID	CPU Usage (%)	Total number of transactions
Node ID	CPU Usage (%)	Total number of transactions
Node ID	CPU Usage (%)	Total number of transactions
29	49.11	79	
20	49.11	79	
37	49.11	79	
7	31.89	51	
19	31.89	51	
43	31.89	51	
30	31.89	51	
1	31.89	51	
20	31.89	51	
13	31.89	51	
3	45.45	73	
18	45.45	73	
43	45.45	73	
43	45.45	73	
20	45.45	73	
22	45.45	73	
28	45.45	73	
3	45.45	73	
23	45.45	73	
31	45.45	73	
25	45.45	73	
11	45.45	73	
1	45.45	73	
40	45.45	73	
29	45.45	73	
40	45.45	73	
25	45.45	73	
40	45.45	73	
48	59.16	95	
43	59.16	95	
27	59.16	95	
47	59.16	95	
21	59.16	95	
45	59.16	95	
Node ID	CPU Usage (%)	Total number of transactions
28	6.50	10	
2	6.50	10	
23	20.14	32	
12	20.14	32	
17	20.14	32	
1	20.14	32	
47	20.14	32	
41	20.14	32	
25	20.14	32	
4	20.14	32	
44	20.14	32	
41	20.14	32	
32	20.14	32	
3	3.41	5	
4	3.41	5	
15	3.41	5	
4	3.41	5	
23	3.41	5	
46	3.41	5	
1	3.41	5	
17	3.41	5	
22	3.41	5	
17	3.41	5	
2	16.73	27	
17	16.73	27	
20	16.73	27	
33	16.73	27	
22	16.73	27	
8	16.73	27	
16	16.73	27	
41	16.73	27	
12	16.73	27	
30	16.73	27	
15	16.73	27	
32	61.22	98	
20	61.22	98	
25	61.22	98	
4	61.22	98	
4	61.22	98	
39	61.22	98	
6	61.22	98	
33	61.22	98	
21	61.22	98	
44	44.09	71	
29	44.09	71	
3	44.09	71	
26	44.09	71	
47	44.09	71	
30	44.09	71	
40	44.09	71	
42	44.09	71	
47	44.09	71	
45	44.09	71	
10	44.09	71	
8	44.09	71	
22	44.09	71	
4	57.50	92	
35	57.50	92	
34	57.50	92	
37	57.50	92	
44	57.50	92	
35	57.50	92	
17	57.50	92	
2	57.50	92	
36	57.50	92	
41	57.50	92	
49	57.50	92	
40	57.50	92	
31	57.50	92	
34	57.50	92	
26	57.50	92	
30	9.59	15	
35	9.59	15	
45	9.59	15	
3	9.59	15	
13	9.59	15	
42	9.59	15	
3	9.59	15	
40	9.59	15	
23	9.59	15	
7	9.59	15	
29	9.59	15	
42	9.59	15	
22	9.59	15	
33	9.59	15	
29	9.59	15	
42	9.59	15	
23	22.97	37	
43	22.97	37	
25	22.97	37	
4	22.97	37	
28	22.97	37	
47	22.97	37	
20	22.97	37	
24	22.97	37	
18	22.97	37	
1	22.97	37	
37	22.97	37	
43	22.97	37	
29	22.97	37	
42	22.97	37	
5	22.97	37	
20	5.89	9	
14	5.89	9	
18	5.89	9	
9	5.89	9	
12	5.89	9	
29	5.89	9	
11	5.89	9	
28	5.89	9	
42	5.89	9	
35	19.43	31	
44	19.43	31	
19	19.43	31	
2	19.43	31	
29	19.43	31	
49	19.43	31	
17	19.43	31	
14	19.43	31	
36	19.43	31	
43	19.43	31	
43	19.43	31	
14	19.43	31	
39	33.35	53	
14	33.35	53	
17	33.35	53	
16	33.35	53	
36	33.35	53	
8	33.35	53	
3	33.35	53	
46	33.35	53	
5	33.35	53	
24	33.35	53	
26	15.79	25	
14	15.79	25	
38	15.79	25	
28	15.79	25	
23	15.79	25	
42	15.79	25	
44	15.79	25	
3	15.79	25	
42	29.67	47	
1	29.67	47	
37	29.67	47	
49	29.67	47	
43	29.67	47	
37	29.67	47	
49	29.67	47	
46	43.24	69	
28	43.24	69	
32	43.24	69	
10	43.24	69	
48	43.24	69	
13	43.24	69	
11	43.24	69	
10	43.24	69	
44	43.24	69	
37	43.24	69	
1	43.24	69	
49	56.80	91	
37	56.80	91	
28	56.80	91	
7	56.80	91	
41	56.80	91	
29	56.80	91	
43	56.80	91	
33	56.80	91	
6	56.80	91	
31	56.80	91	
21	56.80	91	
22	56.80	91	
4	56.80	91	
8	39.27	63	
41	39.27	63	
1	39.27	63	
44	39.27	63	
20	39.27	63	
38	39.27	63	
44	39.27	63	
37	39.27	63	
41	39.27	63	
26	39.27	63	
4	39.27	63	
35	39.27	63	
33	39.27	63	
15	53.55	86	
Node ID	CPU Usage (%)	Total number of transactions
28	45.05	72	
2	45.05	72	
23	45.05	72	
12	45.05	72	
17	45.05	72	
1	45.05	72	
47	28.04	45	
41	28.04	45	
25	28.04	45	
4	28.04	45	
44	28.04	45	
41	28.04	45	
32	28.04	45	
3	10.18	16	
4	10.18	16	
15	10.18	16	
4	10.18	16	
23	10.18	16	
46	10.18	16	
1	10.18	16	
17	10.18	16	
22	10.18	16	
17	10.18	16	
2	10.18	16	
17	10.18	16	
20	23.99	38	
33	23.99	38	
22	23.99	38	
8	23.99	38	
16	23.99	38	
41	23.99	38	
12	23.99	38	
30	23.99	38	
15	23.99	38	
32	23.99	38	
20	38.02	61	
25	38.02	61	
4	38.02	61	
4	38.02	61	
39	38.02	61	
6	38.02	61	
33	38.02	61	
21	38.02	61	
44	51.73	83	
29	51.73	83	
3	51.73	83	
26	51.73	83	
47	51.73	83	
30	51.73	83	
40	51.73	83	
42	51.73	83	
47	51.73	83	
45	51.73	83	
10	51.73	83	
8	51.73	83	
22	51.73	83	
4	51.73	83	
35	34.21	55	
34	34.21	55	
37	34.21	55	
44	34.21	55	
35	34.21	55	
17	34.21	55	
2	34.21	55	
36	34.21	55	
41	34.21	55	
49	34.21	55	
40	34.21	55	
31	34.21	55	
34	34.21	55	
26	34.21	55	
30	47.95	77	
35	47.95	77	
45	47.95	77	
3	47.95	77	
13	47.95	77	
42	47.95	77	
3	47.95	77	
40	47.95	77	
23	47.95	77	
7	47.95	77	
29	47.95	77	
42	47.95	77	
22	47.95	77	
33	47.95	77	
29	47.95	77	
42	47.95	77	
23	47.95	77	
43	47.95	77	
25	61.63	99	
4	61.63	99	
28	61.63	99	
47	61.63	99	
20	61.63	99	
24	61.63	99	
18	61.63	99	
1	61.63	99	
37	61.63	99	
43	61.63	99	
29	61.63	99	
42	61.63	99	
5	61.63	99	
20	61.63	99	
14	61.63	99	
18	13.31	21	
9	13.31	21	
12	13.31	21	
29	13.31	21	
11	13.31	21	
28	13.31	21	
42	13.31	21	
35	26.71	43	
44	26.71	43	
19	26.71	43	
2	26.71	43	
29	26.71	43	
49	26.71	43	
17	26.71	43	
14	26.71	43	
36	26.71	43	
43	26.71	43	
43	26.71	43	
14	26.71	43	
39	26.71	43	
14	26.71	43	
17	40.58	65	
16	40.58	65	
36	40.58	65	
8	40.58	65	
3	40.58	65	
46	40.58	65	
5	40.58	65	
24	40.58	65	
26	54.00	86	
14	54.00	86	
38	54.00	86	
28	54.00	86	
23	54.00	86	
42	54.00	86	
44	54.00	86	
3	54.00	86	
42	54.00	86	
1	37.26	60	
37	37.26	60	
49	37.26	60	
43	37.26	60	
37	37.26	60	
49	37.26	60	
46	19.73	32	
28	19.73	32	
32	19.73	32	
10	19.73	32	
48	19.73	32	
13	19.73	32	
11	19.73	32	
10	19.73	32	
44	19.73	32	
37	19.73	32	
1	19.73	32	
49	19.73	32	
37	33.02	53	
28	33.02	53	
7	33.02	53	
41	33.02	53	
29	33.02	53	
43	33.02	53	
33	33.02	53	
6	33.02	53	
31	33.02	53	
21	33.02	53	
22	33.02	53	
4	33.02	53	
8	15.83	25	
41	15.83	25	
1	15.83	25	
44	15.83	25	
20	15.83	25	
38	15.83	25	
44	15.83	25	
37	15.83	25	
41	15.83	25	
26	15.83	25	
4	15.83	25	
35	15.83	25	
33	15.83	25	
15	29.76	48	
7	29.76	48	
46	29.76	48	
30	29.76	48	
21	29.76	48	
36	29.76	48	
46	29.76	48	
37	29.76	48	
5	29.76	48	
14	29.76	48	
24	12.14	19	
10	12.14	19	
41	12.14	19	
27	12.14	19	
13	12.14	19	
27	12.14	19	
47	12.14	19	
48	12.14	19	
15	12.14	19	
1	12.14	19	
14	12.14	19	
7	12.14	19	
33	12.14	19	
31	12.14	19	
39	26.08	42	
19	26.08	42	
2	26.08	42	
29	26.08	42	
28	26.08	42	
32	39.98	64	
47	39.98	64	
34	39.98	64	
42	39.98	64	
31	22.93	37	
11	22.93	37	
28	22.93	37	
2	22.93	37	
25	22.93	37	
4	22.93	37	
38	22.93	37	
25	22.93	37	
7	22.93	37	
7	22.93	37	
29	22.93	37	
6	22.93	37	
37	36.28	58	
22	36.28	58	
18	36.28	58	
9	36.28	58	
22	36.28	58	
23	36.28	58	
47	36.28	58	
2	36.28	58	
13	50.09	80	
15	50.09	80	
8	50.09	80	
48	50.09	80	
4	50.09	80	
28	50.09	80	
15	50.09	80	
5	50.09	80	
31	50.09	80	
48	50.09	80	
6	50.09	80	
7	50.09	80	
25	50.09	80	
34	50.09	80	
8	50.09	80	
47	1.76	3	
18	1.76	3	
47	1.76	3	
35	1.76	3	
26	1.76	3	
44	1.76	3	
47	1.76	3	
10	15.47	25	
8	15.47	25	
13	15.47	25	
8	15.47	25	
46	15.47	25	
19	15.47	25	
8	15.47	25	
47	15.47	25	
11	15.47	25	
2	15.47	25	
17	15.47	25	
29	15.47	25	
49	15.47	25	
10	60.19	96	
45	60.19	96	
37	60.19	96	
35	60.19	96	
42	60.19	96	
41	60.19	96	
40	60.19	96	
47	60.19	96	
34	60.19	96	
26	60.19	96	
19	60.19	96	
29	60.19	96	
26	42.47	68	
43	42.47	68	
25	42.47	68	
45	42.47	68	
1	42.47	68	
10	42.47	68	
7	42.47	68	
7	42.47	68	
39	42.47	68	
1	42.47	68	
42	42.47	68	
42	42.47	68	
19	42.47	68	
13	42.47	68	
34	25.65	41	
6	25.65	41	
11	25.65	41	
7	25.65	41	
12	25.65	41	
3	25.65	41	
10	25.65	41	
26	25.65	41	
6	25.65	41	
44	25.65	41	
16	25.65	41	
48	25.65	41	
19	25.65	41	
31	8.24	13	
42	8.24	13	
37	8.24	13	
31	8.24	13	
38	8.24	13	
32	8.24	13	
17	8.24	13	
6	8.24	13	
11	8.24	13	
44	8.24	13	
1	8.24	13	
7	8.24	13	
31	8.24	13	
42	8.24	13	
6	8.24	13	
40	8.24	13	
6	52.94	85	
37	52.94	85	
13	52.94	85	
20	35.50	57	
8	35.50	57	
30	35.50	57	
16	35.50	57	
4	35.50	57	
17	35.50	57	
21	35.50	57	
49	18.43	29	
10	18.43	29	
16	18.43	29	
40	18.43	29	
34	18.43	29	
37	18.43	29	
24	18.43	29	
8	18.43	29	
35	18.43	29	
17	18.43	29	
48	18.43	29	
24	31.79	51	
31	31.79	51	
18	31.79	51	
46	31.79	51	
38	31.79	51	
14	31.79	51	
44	31.79	51	
18	31.79	51	
37	31.79	51	
35	31.79	51	
30	31.79	51	
39	31.79	51	
23	31.79	51	
20	31.79	51	
43	31.79	51	
4	31.79	51	
48	31.79	51	
38	31.79	51	
42	31.79	51	
18	14.22	23	
31	14.22	23	
31	14.22	23	
25	14.22	23	
40	14.22	23	
44	14.22	23	
2	14.22	23	
17	14.22	23	
1	14.22	23	
48	28.16	45	
4	28.16	45	
26	28.16	45	
25	28.16	45	
38	28.16	45	
17	28.16	45	
47	28.16	45	
20	28.16	45	
46	28.16	45	
34	28.16	45	
27	11.09	18	
48	11.09	18	
37	11.09	18	
22	11.09	18	
9	11.09	18	
39	11.09	18	
2	11.09	18	
37	11.09	18	
39	11.09	18	
16	11.09	18	
10	11.09	18	
25	11.09	18	
20	11.09	18	
12	11.09	18	
18	55.56	89	
48	55.56	89	
21	55.56	89	
18	55.56	89	
10	55.56	89	
22	55.56	89	
5	55.56	89	
12	55.56	89	
47	55.56	89	
12	55.56	89	
34	55.56	89	
7	55.56	89	
46	55.56	89	
17	55.56	89	
4	7.49	12	
18	7.49	12	
47	7.49	12	
5	20.77	33	
18	20.77	33	
30	20.77	33	
8	20.77	33	
36	3.93	6	
8	3.93	6	
30	3.93	6	
30	3.93	6	
12	3.93	6	
25	48.52	78	
5	48.52	78	
23	48.52	78	
39	48.52	78	
19	48.52	78	
4	48.52	78	
30	48.52	78	
10	48.52	78	
40	48.52	78	
2	48.52	78	
39	48.52	78	
29	48.52	78	
25	48.52	78	
19	48.52	78	
18	48.52	78	
4	48.52	78	
22	48.52	78	
22	31.10	50	
4	31.10	50	
2	31.10	50	
12	31.10	50	
26	31.10	50	
27	31.10	50	
2	31.10	50	
2	31.10	50	
34	31.10	50	
22	31.10	50	
41	13.95	22	
43	13.95	22	
40	13.95	22	
33	13.95	22	
22	13.95	22	
2	13.95	22	
32	13.95	22	
38	13.95	22	
20	13.95	22	
13	27.52	44	
2	27.52	44	
42	27.52	44	
22	27.52	44	
20	27.52	44	
2	27.52	44	
17	27.52	44	
33	27.52	44	
19	27.52	44	
23	27.52	44	
29	27.52	44	
25	27.52	44	
25	27.52	44	
19	41.44	66	
21	41.44	66	
45	41.44	66	
28	41.44	66	
12	41.44	66	
30	41.44	66	
19	41.44	66	
25	23.90	38	
2	23.90	38	
24	23.90	38	
42	23.90	38	
30	23.90	38	
3	23.90	38	
21	23.90	38	
7	23.90	38	
16	23.90	38	
41	23.90	38	
22	23.90	38	
33	23.90	38	
45	23.90	38	
40	23.90	38	
49	6.65	11	
5	6.65	11	
38	6.65	11	
30	6.65	11	
31	6.65	11	
30	6.65	11	
45	6.65	11	
10	6.65	11	
49	6.65	11	
22	6.65	11	
7	6.65	11	
16	6.65	11	
11	19.92	32	
40	19.92	32	
42	19.92	32	
4	19.92	32	
35	19.92	32	
27	19.92	32	
33	19.92	32	
38	19.92	32	
15	19.92	32	
49	19.92	32	
32	19.92	32	
30	19.92	32	
35	34.04	54	
18	34.04	54	
40	34.04	54	
17	34.04	54	
45	34.04	54	
33	34.04	54	
12	34.04	54	
1	16.53	26	
29	16.53	26	
48	16.53	26	
5	16.53	26	
38	16.53	26	
42	16.53	26	
19	16.53	26	
47	16.53	26	
1	16.53	26	
10	16.53	26	
49	16.53	26	
7	16.53	26	
37	16.53	26	
37	16.53	26	
20	16.53	26	
36	16.53	26	
18	16.53	26	
27	61.46	98	
4	61.46	98	
28	61.46	98	
48	61.46	98	
22	61.46	98	
11	61.46	98	
30	61.46	98	
25	61.46	98	
33	61.46	98	
49	61.46	98	
45	61.46	98	
1	12.82	21	
22	12.82	21	
14	12.82	21	
3	12.82	21	
36	12.82	21	
13	12.82	21	
22	12.82	21	
27	12.82	21	
1	12.82	21	
11	12.82	21	
29	12.82	21	
37	12.82	21	
29	12.82	21	
20	12.82	21	
37	57.94	93	
7	57.94	93	
19	57.94	93	
43	57.94	93	
30	57.94	93	
1	57.94	93	
20	57.94	93	
13	57.94	93	
3	40.47	65	
18	40.47	65	
43	40.47	65	
43	40.47	65	
20	40.47	65	
22	40.47	65	
28	40.47	65	
3	40.47	65	
23	40.47	65	
31	40.47	65	
25	40.47	65	
11	40.47	65	
1	40.47	65	
40	40.47	65	
29	40.47	65	
40	40.47	65	
25	40.47	65	
40	40.47	65	
48	22.84	37	
43	22.84	37	
27	22.84	37	
47	22.84	37	
21	22.84	37	
45	22.84	37	
35	22.84	37	
11	22.84	37	
35	22.84	37	
13	22.84	37	
28	22.84	37	
24	47.63	76	
40	47.63	76	
35	47.63	76	
2	47.63	76	
9	47.63	76	
45	47.63	76	
34	47.63	76	
49	47.63	76	
6	47.63	76	
8	47.63	76	
8	47.63	76	
14	47.63	76	
28	47.63	76	
20	30.73	49	
40	30.73	49	
37	30.73	49	
43	30.73	49	
24	30.73	49	
4	30.73	49	
47	12.92	21	
21	12.92	21	
44	12.92	21	
25	12.92	21	
8	12.92	21	
28	12.92	21	
29	12.92	21	
2	12.92	21	
19	26.61	43	
48	26.61	43	
34	26.61	43	
28	26.61	43	
20	26.61	43	
45	26.61	43	
34	26.61	43	
17	26.61	43	
25	26.61	43	
43	26.61	43	
20	26.61	43	
34	9.83	16	
46	9.83	16	
23	9.83	16	
10	9.83	16	
19	9.83	16	
43	9.83	16	
18	9.83	16	
26	9.83	16	
18	9.83	16	
34	9.83	16	
29	9.83	16	
37	9.83	16	
25	9.83	16	
23	9.83	16	
44	9.83	16	
15	9.83	16	
2	9.83	16	
6	9.83	16	
42	9.83	16	
24	9.83	16	
30	9.83	16	
5	9.83	16	
27	54.37	87	
25	54.37	87	
45	54.37	87	
33	54.37	87	
9	54.37	87	
32	54.37	87	
49	54.37	87	
15	54.37	87	
33	54.37	87	
44	54.37	87	
47	5.54	9	
38	5.54	9	
18	5.54	9	
22	5.54	9	
30	5.54	9	
44	5.54	9	
23	5.54	9	
27	5.54	9	
46	5.54	9	
48	5.54	9	
19	5.54	9	
28	5.54	9	
21	5.54	9	
4	50.69	81	
32	50.69	81	
13	50.69	81	
40	50.69	81	
31	50.69	81	
25	50.69	81	
30	50.69	81	
28	50.69	81	
47	50.69	81	
25	50.69	81	
38	50.69	81	
19	50.69	81	
5	50.69	81	
47	2.53	4	
11	2.53	4	
39	2.53	4	
23	2.53	4	
15	2.53	4	
12	2.53	4	
23	2.53	4	
23	2.53	4	
21	2.53	4	
3	2.53	4	
1	2.53	4	
47	2.53	4	
48	2.53	4	
23	2.53	4	
25	2.53	4	
47	2.53	4	
14	47.15	75	
38	47.15	75	
29	47.15	75	
20	47.15	75	
26	47.15	75	
29	47.15	75	
11	47.15	75	
47	47.15	75	
1	47.15	75	
35	47.15	75	
23	47.15	75	
23	47.15	75	
29	47.15	75	
3	47.15	75	
7	29.92	48	
37	29.92	48	
19	29.92	48	
47	29.92	48	
28	29.92	48	
10	29.92	48	
29	29.92	48	
12	29.92	48	
4	29.92	48	
37	29.92	48	
20	43.58	70	
21	43.58	70	
5	43.58	70	
17	43.58	70	
33	43.58	70	
9	43.58	70	
42	43.58	70	
37	43.58	70	
29	43.58	70	
12	43.58	70	
29	43.58	70	
4	56.79	91	
8	56.79	91	
10	56.79	91	
41	56.79	91	
12	56.79	91	
15	39.81	64	
5	39.81	64	
5	39.81	64	
3	39.81	64	
9	39.81	64	
16	39.81	64	
26	39.81	64	
26	39.81	64	
30	39.81	64	
36	39.81	64	
19	53.29	85	
2	53.29	85	
47	53.29	85	
11	53.29	85	
32	53.29	85	
14	53.29	85	
6	53.29	85	
30	53.29	85	
16	53.29	85	
40	5.12	8	
39	5.12	8	
44	5.12	8	
36	5.12	8	
22	5.12	8	
26	5.12	8	
41	49.79	80	
32	49.79	80	
15	49.79	80	
2	49.79	80	
26	49.79	80	
13	49.79	80	
4	49.79	80	
29	49.79	80	
47	1.56	2	
18	1.56	2	
13	1.56	2	
48	1.56	2	
31	1.56	2	
26	46.08	74	
44	46.08	74	
46	46.08	74	
44	46.08	74	
26	46.08	74	
9	46.08	74	
27	46.08	74	
12	46.08	74	
13	46.08	74	
11	46.08	74	
12	46.08	74	
27	46.08	74	
11	46.08	74	
49	28.72	46	
48	28.72	46	
42	28.72	46	
4	28.72	46	
1	28.72	46	
5	28.72	46	
18	28.72	46	
8	28.72	46	
23	28.72	46	
3	28.72	46	
44	42.55	68	
26	42.55	68	
34	42.55	68	
22	42.55	68	
12	42.55	68	
26	42.55	68	
18	42.55	68	
23	42.55	68	
34	42.55	68	
32	42.55	68	
19	42.55	68	
26	42.55	68	
26	42.55	68	
25	42.55	68	
45	25.30	40	
26	25.30	40	
44	25.30	40	
31	25.30	40	
33	25.30	40	
5	25.30	40	
48	25.30	40	
1	25.30	40	
44	25.30	40	
5	25.30	40	
40	25.30	40	
31	7.74	12	
18	7.74	12	
45	7.74	12	
44	7.74	12	
26	7.74	12	
48	7.74	12	
31	7.74	12	
35	7.74	12	
5	7.74	12	
37	7.74	12	
18	7.74	12	
7	7.74	12	
10	7.74	12	
10	7.74	12	
10	7.74	12	
37	7.74	12	
11	7.74	12	
44	7.74	12	
8	7.74	12	
44	7.74	12	
10	53.07	85	
8	53.07	85	
37	53.07	85	
18	53.07	85	
35	53.07	85	
19	35.64	57	
43	35.64	57	
36	35.64	57	
40	35.64	57	
6	35.64	57	
44	35.64	57	
11	18.39	29	
28	18.39	29	
44	18.39	29	
33	18.39	29	
23	18.39	29	
22	18.39	29	
45	18.39	29	
44	18.39	29	
24	18.39	29	
24	18.39	29	
42	18.39	29	
48	0.68	1	
22	0.68	1	
2	0.68	1	
43	0.68	1	
20	0.68	1	
4	0.68	1	
42	0.68	1	
17	45.44	73	
7	45.44	73	
12	45.44	73	
45	45.44	73	
44	45.44	73	
28	45.44	73	
15	45.44	73	
36	45.44	73	
39	45.44	73	
39	45.44	73	
24	45.44	73	
2	45.44	73	
12	45.44	73	
5	58.96	94	
40	58.96	94	
18	58.96	94	
2	58.96	94	
9	58.96	94	
23	58.96	94	
11	58.96	94	
12	58.96	94	
31	41.87	67	
8	41.87	67	
20	41.87	67	
43	41.87	67	
21	41.87	67	
11	41.87	67	
38	41.87	67	
45	41.87	67	
38	41.87	67	
35	41.87	67	
41	41.87	67	
34	24.70	40	
8	24.70	40	
24	24.70	40	
7	24.70	40	
25	24.70	40	
11	24.70	40	
29	24.70	40	
19	24.70	40	
21	24.70	40	
28	24.70	40	
1	24.70	40	
38	24.70	40	
17	24.70	40	
34	24.70	40	
45	24.70	40	
6	24.70	40	
15	24.70	40	
18	7.35	12	
35	7.35	12	
45	7.35	12	
4	7.35	12	
45	7.35	12	
23	7.35	12	
1	7.35	12	
28	7.35	12	
37	7.35	12	
31	51.80	83	
18	51.80	83	
45	51.80	83	
2	51.80	83	
23	51.80	83	
45	51.80	83	
14	51.80	83	
3	34.89	56	
41	34.89	56	
45	34.89	56	
48	34.89	56	
7	34.89	56	
9	34.89	56	
45	34.89	56	
3	34.89	56	
38	17.14	27	
30	17.14	27	
12	17.14	27	
25	17.14	27	
12	17.14	27	
16	17.14	27	
7	30.80	49	
37	30.80	49	
22	30.80	49	
4	30.80	49	
12	30.80	49	
16	30.80	49	
45	30.80	49	
16	30.80	49	
6	30.80	49	
5	30.80	49	
38	30.80	49	
46	44.85	72	
28	44.85	72	
16	44.85	72	
30	44.85	72	
12	44.85	72	
39	44.85	72	
26	44.85	72	
41	44.85	72	
23	44.85	72	
36	44.85	72	
5	27.17	43	
30	27.17	43	
28	27.17	43	
41	27.17	43	
10	27.17	43	
31	27.17	43	
36	27.17	43	
48	27.17	43	
8	27.17	43	
8	27.17	43	
38	27.17	43	
29	10.26	16	
9	10.26	16	
3	10.26	16	
3	10.26	16	
11	10.26	16	
15	10.26	16	
8	10.26	16	
15	10.26	16	
8	10.26	16	
16	10.26	16	
24	23.85	38	
7	23.85	38	
2	23.85	38	
7	23.85	38	
37	23.85	38	
6	23.85	38	
13	6.82	11	
2	6.82	11	
27	6.82	11	
22	6.82	11	
41	6.82	11	
18	6.82	11	
28	6.82	11	
42	6.82	11	
7	6.82	11	
49	6.82	11	
18	6.82	11	
26	51.29	82	
8	51.29	82	
5	51.29	82	
31	51.29	82	
9	51.29	82	
7	51.29	82	
27	51.29	82	
38	51.29	82	
21	51.29	82	
26	3.05	5	
29	3.05	5	
2	3.05	5	
10	3.05	5	
20	3.05	5	
39	3.05	5	
31	3.05	5	
42	3.05	5	
17	3.05	5	
32	3.05	5	
12	3.05	5	
32	3.05	5	
40	3.05	5	
11	47.21	76	
31	47.21	76	
32	47.21	76	
40	47.21	76	
14	47.21	76	
12	47.21	76	
49	47.21	76	
19	61.35	98	
35	61.35	98	
29	61.35	98	
9	61.35	98	
45	61.35	98	
42	61.35	98	
31	61.35	98	
31	61.35	98	
19	44.10	71	
28	44.10	71	
17	44.10	71	
7	44.10	71	
26	44.10	71	
37	44.10	71	
9	44.10	71	
43	44.10	71	
5	44.10	71	
Node ID	CPU Usage (%)	Total number of transactions
28	52.54	84	
2	52.54	84	
23	52.54	84	
12	52.54	84	
17	52.54	84	
1	52.54	84	
47	52.54	84	
41	52.54	84	
25	52.54	84	
4	35.20	56	
44	35.20	56	
41	35.20	56	
32	35.20	56	
3	35.20	56	
4	35.20	56	
15	17.92	29	
4	17.92	29	
23	17.92	29	
46	17.92	29	
1	17.92	29	
17	17.92	29	
22	17.92	29	
17	17.92	29	
2	17.92	29	
17	17.92	29	
20	17.92	29	
33	17.92	29	
22	17.92	29	
8	17.92	29	
16	31.76	51	
41	31.76	51	
12	31.76	51	
30	31.76	51	
15	31.76	51	
32	31.76	51	
20	31.76	51	
25	31.76	51	
4	31.76	51	
4	31.76	51	
39	45.61	73	
6	45.61	73	
33	45.61	73	
21	45.61	73	
44	45.61	73	
29	45.61	73	
3	45.61	73	
26	45.61	73	
47	45.61	73	
30	45.61	73	
40	58.65	94	
42	58.65	94	
47	58.65	94	
45	58.65	94	
10	58.65	94	
8	58.65	94	
22	58.65	94	
4	58.65	94	
35	58.65	94	
34	58.65	94	
37	58.65	94	
44	58.65	94	
35	58.65	94	
17	41.92	67	
2	41.92	67	
36	41.92	67	
41	41.92	67	
49	41.92	67	
40	41.92	67	
31	41.92	67	
34	41.92	67	
26	41.92	67	
30	41.92	67	
35	41.92	67	
45	41.92	67	
3	41.92	67	
13	41.92	67	
42	55.54	89	
3	55.54	89	
40	55.54	89	
23	55.54	89	
7	55.54	89	
29	55.54	89	
42	55.54	89	
22	55.54	89	
33	55.54	89	
29	55.54	89	
42	55.54	89	
23	55.54	89	
43	55.54	89	
25	55.54	89	
4	55.54	89	
28	55.54	89	
47	55.54	89	
20	55.54	89	
24	38.15	61	
18	38.15	61	
1	38.15	61	
37	38.15	61	
43	38.15	61	
29	38.15	61	
42	38.15	61	
5	38.15	61	
20	38.15	61	
14	38.15	61	
18	38.15	61	
9	51.19	82	
12	51.19	82	
29	51.19	82	
11	51.19	82	
28	51.19	82	
42	51.19	82	
35	51.19	82	
44	51.19	82	
19	51.19	82	
2	51.19	82	
29	34.86	56	
49	34.86	56	
17	34.86	56	
14	34.86	56	
36	34.86	56	
43	34.86	56	
43	34.86	56	
14	34.86	56	
39	34.86	56	
14	34.86	56	
17	34.86	56	
16	34.86	56	
36	34.86	56	
8	34.86	56	
3	48.13	77	
46	48.13	77	
5	48.13	77	
24	48.13	77	
26	48.13	77	
14	48.13	77	
38	48.13	77	
28	0.11	0	
23	0.11	0	
42	0.11	0	
44	0.11	0	
3	0.11	0	
42	0.11	0	
1	0.11	0	
37	0.11	0	
49	0.11	0	
43	13.63	22	
37	13.63	22	
49	13.63	22	
46	13.63	22	
28	13.63	22	
32	13.63	22	
10	13.63	22	
48	58.01	93	
13	58.01	93	
11	58.01	93	
10	58.01	93	
44	58.01	93	
37	58.01	93	
1	58.01	93	
49	58.01	93	
37	58.01	93	
28	58.01	93	
7	58.01	93	
41	58.01	93	
29	58.01	93	
43	41.02	66	
33	41.02	66	
6	41.02	66	
31	41.02	66	
21	41.02	66	
22	41.02	66	
4	41.02	66	
8	41.02	66	
41	41.02	66	
1	23.88	38	
44	23.88	38	
20	23.88	38	
38	23.88	38	
44	23.88	38	
37	23.88	38	
41	23.88	38	
26	23.88	38	
4	23.88	38	
35	23.88	38	
33	23.88	38	
15	23.88	38	
7	23.88	38	
46	23.88	38	
30	23.88	38	
21	23.88	38	
36	37.07	59	
46	37.07	59	
37	37.07	59	
5	37.07	59	
14	37.07	59	
24	19.94	32	
10	19.94	32	
41	19.94	32	
27	19.94	32	
13	19.94	32	
27	19.94	32	
47	19.94	32	
48	19.94	32	
15	19.94	32	
1	19.94	32	
14	19.94	32	
7	19.94	32	
33	19.94	32	
31	19.94	32	
39	34.03	54	
19	34.03	54	
2	34.03	54	
29	34.03	54	
28	34.03	54	
32	47.35	76	
47	47.35	76	
34	47.35	76	
42	47.35	76	
31	47.35	76	
11	47.35	76	
28	47.35	76	
2	47.35	76	
25	30.20	48	
4	30.20	48	
38	30.20	48	
25	30.20	48	
7	30.20	48	
7	30.20	48	
29	30.20	48	
6	30.20	48	
37	30.20	48	
22	30.20	48	
18	30.20	48	
9	30.20	48	
22	43.50	70	
23	43.50	70	
47	43.50	70	
2	43.50	70	
13	43.50	70	
15	43.50	70	
8	43.50	70	
48	43.50	70	
