Node ID	CPU Usage (%)	Total number of transactions
Node ID	CPU Usage (%)	Total number of transactions
Node ID	CPU Usage (%)	Total number of transactions
43	46.26	74	
21	46.26	74	
11	46.26	74	
38	46.26	74	
45	46.26	74	
38	46.26	74	
35	46.26	74	
41	46.26	74	
34	46.26	74	
8	46.26	74	
24	29.14	47	
7	29.14	47	
25	29.14	47	
11	29.14	47	
29	29.14	47	
19	29.14	47	
21	29.14	47	
28	29.14	47	
1	29.14	47	
38	29.14	47	
17	29.14	47	
34	29.14	47	
45	29.14	47	
6	29.14	47	
15	29.14	47	
18	29.14	47	
35	11.76	19	
45	11.76	19	
4	11.76	19	
45	11.76	19	
23	11.76	19	
1	11.76	19	
28	11.76	19	
37	11.76	19	
31	56.18	90	
18	56.18	90	
45	56.18	90	
2	56.18	90	
23	56.18	90	
45	56.18	90	
14	57.48	92	
3	57.48	92	
41	57.48	92	
45	57.48	92	
48	57.48	92	
7	40.48	65	
9	40.48	65	
45	40.48	65	
3	40.48	65	
38	40.48	65	
30	40.48	65	
12	40.48	65	
25	40.48	65	
12	40.48	65	
16	23.12	37	
7	23.12	37	
37	23.12	37	
22	23.12	37	
4	23.12	37	
12	23.12	37	
16	23.12	37	
45	23.12	37	
16	23.12	37	
6	5.96	10	
5	5.96	10	
38	5.96	10	
46	5.96	10	
28	5.96	10	
16	5.96	10	
30	5.96	10	
12	5.96	10	
39	50.24	80	
26	50.24	80	
41	50.24	80	
23	50.24	80	
36	50.24	80	
5	50.24	80	
30	50.24	80	
28	50.24	80	
41	50.24	80	
10	50.24	80	
31	50.24	80	
36	50.24	80	
48	50.24	80	
8	50.24	80	
8	50.24	80	
38	33.51	54	
29	33.51	54	
9	33.51	54	
3	33.51	54	
3	33.51	54	
11	33.51	54	
15	33.51	54	
8	33.51	54	
15	33.51	54	
8	15.94	26	
16	15.94	26	
24	15.94	26	
7	15.94	26	
2	15.94	26	
7	15.94	26	
37	15.94	26	
6	15.94	26	
13	60.34	97	
2	60.34	97	
27	60.34	97	
22	60.34	97	
41	60.34	97	
18	60.34	97	
28	60.34	97	
42	60.34	97	
7	60.34	97	
49	60.34	97	
18	60.34	97	
26	43.07	69	
8	43.07	69	
5	43.07	69	
31	43.07	69	
9	43.07	69	
7	43.07	69	
27	43.07	69	
38	43.07	69	
21	43.07	69	
26	26.07	42	
29	26.07	42	
2	26.07	42	
10	26.07	42	
20	26.07	42	
39	26.07	42	
31	26.07	42	
42	26.07	42	
17	26.07	42	
32	26.07	42	
12	26.07	42	
32	26.07	42	
40	26.07	42	
11	26.07	42	
31	39.73	64	
32	39.73	64	
40	39.73	64	
14	39.73	64	
12	39.73	64	
49	39.73	64	
19	39.73	64	
35	53.42	85	
29	53.42	85	
9	53.42	85	
45	53.42	85	
42	53.42	85	
31	53.42	85	
31	53.42	85	
19	53.42	85	
28	5.10	8	
17	5.10	8	
7	5.10	8	
26	5.10	8	
37	5.10	8	
9	5.10	8	
43	5.10	8	
5	5.10	8	
40	5.10	8	
14	5.10	8	
7	5.10	8	
35	5.10	8	
19	5.10	8	
17	49.48	79	
30	49.48	79	
38	49.48	79	
37	49.48	79	
35	49.48	79	
25	49.48	79	
32	49.48	79	
1	49.48	79	
45	1.60	3	
11	1.60	3	
42	1.60	3	
20	1.60	3	
45	1.60	3	
17	1.60	3	
38	1.60	3	
5	1.60	3	
1	1.60	3	
12	1.60	3	
41	1.60	3	
25	1.60	3	
17	1.60	3	
24	1.60	3	
37	1.60	3	
39	1.60	3	
31	1.60	3	
48	15.26	24	
11	15.26	24	
20	15.26	24	
32	15.26	24	
40	59.35	95	
34	59.35	95	
45	59.35	95	
31	59.35	95	
42	59.35	95	
40	59.35	95	
24	59.35	95	
17	59.35	95	
7	59.35	95	
21	59.35	95	
13	59.35	95	
45	59.35	95	
34	59.35	95	
7	59.35	95	
39	59.35	95	
27	42.33	68	
14	42.33	68	
38	42.33	68	
44	42.33	68	
26	42.33	68	
7	42.33	68	
10	25.28	40	
27	25.28	40	
31	25.28	40	
39	25.28	40	
40	25.28	40	
7	25.28	40	
44	25.28	40	
2	25.28	40	
2	25.28	40	
47	38.81	62	
37	38.81	62	
21	38.81	62	
47	38.81	62	
28	38.81	62	
9	38.81	62	
24	38.81	62	
7	38.81	62	
40	38.81	62	
43	38.81	62	
48	38.81	62	
28	21.77	35	
35	21.77	35	
46	21.77	35	
22	21.77	35	
43	21.77	35	
37	21.77	35	
15	21.77	35	
44	21.77	35	
36	21.77	35	
17	21.77	35	
10	21.77	35	
27	21.77	35	
28	35.07	56	
40	35.07	56	
24	35.07	56	
44	35.07	56	
29	35.07	56	
22	35.07	56	
7	35.07	56	
10	35.07	56	
18	35.07	56	
31	35.07	56	
49	35.07	56	
24	35.07	56	
46	35.07	56	
9	35.07	56	
24	35.07	56	
14	35.07	56	
18	49.04	78	
15	49.04	78	
46	49.04	78	
27	49.04	78	
24	49.04	78	
11	49.04	78	
19	49.04	78	
28	33.37	53	
10	33.37	53	
29	16.12	26	
13	16.12	26	
41	16.12	26	
47	16.12	26	
38	16.12	26	
12	16.12	26	
25	16.12	26	
16	60.75	97	
45	60.75	97	
45	60.75	97	
12	60.75	97	
22	60.75	97	
25	60.75	97	
29	60.75	97	
45	60.75	97	
38	60.75	97	
24	60.75	97	
29	60.75	97	
40	60.75	97	
42	60.75	97	
44	12.24	20	
17	12.24	20	
8	12.24	20	
12	12.24	20	
12	12.24	20	
13	12.24	20	
41	12.24	20	
29	12.24	20	
43	12.24	20	
12	12.24	20	
15	12.24	20	
44	12.24	20	
38	57.06	91	
48	57.06	91	
4	57.06	91	
35	57.06	91	
39	57.06	91	
41	57.06	91	
31	57.06	91	
23	57.06	91	
24	57.06	91	
46	57.06	91	
19	57.06	91	
11	57.06	91	
10	57.06	91	
16	57.06	91	
20	57.06	91	
37	57.06	91	
10	57.06	91	
42	40.20	64	
7	40.20	64	
44	40.20	64	
44	40.20	64	
41	40.20	64	
15	40.20	64	
36	40.20	64	
7	40.20	64	
43	40.20	64	
4	40.20	64	
41	40.20	64	
42	40.20	64	
42	40.20	64	
18	40.20	64	
46	40.20	64	
43	53.58	86	
7	53.58	86	
41	53.58	86	
16	53.58	86	
37	53.58	86	
15	53.58	86	
45	5.26	8	
42	5.26	8	
26	5.26	8	
41	5.26	8	
18	5.26	8	
20	5.26	8	
5	5.26	8	
43	5.26	8	
33	5.26	8	
19	5.26	8	
45	5.26	8	
9	5.26	8	
45	5.26	8	
18	5.26	8	
17	5.26	8	
8	5.26	8	
16	5.26	8	
17	5.26	8	
38	5.26	8	
13	5.26	8	
23	18.93	30	
8	18.93	30	
46	18.93	30	
5	18.93	30	
13	18.93	30	
1	18.93	30	
42	18.93	30	
2	18.93	30	
17	18.93	30	
39	18.93	30	
42	18.93	30	
42	18.93	30	
43	1.61	3	
35	1.61	3	
13	1.61	3	
40	1.61	3	
28	1.61	3	
37	1.61	3	
26	1.61	3	
32	1.61	3	
4	1.61	3	
40	1.61	3	
13	1.61	3	
28	1.61	3	
17	1.61	3	
22	1.61	3	
48	46.25	74	
32	46.25	74	
2	46.25	74	
24	46.25	74	
21	46.25	74	
17	28.90	46	
48	28.90	46	
13	28.90	46	
7	28.90	46	
36	28.90	46	
31	28.90	46	
46	28.90	46	
4	28.90	46	
24	28.90	46	
40	28.90	46	
43	28.90	46	
17	28.90	46	
19	28.90	46	
39	28.90	46	
46	28.90	46	
37	11.67	19	
4	11.67	19	
19	11.67	19	
28	11.67	19	
48	11.67	19	
39	11.67	19	
34	11.67	19	
41	11.67	19	
8	11.67	19	
42	11.67	19	
4	11.67	19	
21	11.67	19	
3	11.67	19	
25	11.67	19	
47	11.67	19	
43	11.67	19	
37	11.67	19	
34	11.67	19	
43	11.67	19	
36	25.44	41	
21	25.44	41	
48	25.44	41	
47	25.44	41	
15	25.44	41	
28	25.44	41	
5	25.44	41	
42	25.44	41	
45	25.44	41	
14	25.44	41	
11	25.44	41	
1	25.44	41	
12	8.17	13	
6	8.17	13	
43	8.17	13	
19	8.17	13	
18	8.17	13	
10	8.17	13	
36	8.17	13	
1	8.17	13	
45	8.17	13	
10	8.17	13	
14	8.17	13	
21	8.17	13	
49	8.17	13	
26	8.17	13	
13	8.17	13	
35	8.17	13	
44	21.54	34	
43	21.54	34	
22	21.54	34	
47	21.54	34	
43	21.54	34	
14	21.54	34	
45	21.54	34	
35	21.54	34	
32	21.54	34	
42	21.54	34	
20	21.54	34	
7	21.54	34	
25	21.54	34	
11	21.54	34	
17	4.23	7	
45	4.23	7	
29	4.23	7	
15	4.23	7	
6	4.23	7	
12	4.23	7	
36	4.23	7	
31	4.23	7	
28	4.23	7	
2	4.23	7	
27	4.23	7	
35	4.23	7	
40	4.23	7	
48	4.23	7	
5	4.23	7	
12	4.23	7	
12	48.80	78	
5	48.80	78	
29	48.80	78	
7	48.80	78	
3	48.80	78	
2	48.80	78	
39	48.80	78	
5	48.80	78	
22	48.80	78	
39	48.80	78	
7	31.36	50	
3	31.36	50	
47	31.36	50	
40	31.36	50	
2	31.36	50	
9	31.36	50	
1	31.36	50	
48	31.36	50	
23	31.36	50	
30	31.36	50	
35	31.36	50	
43	31.36	50	
42	31.36	50	
20	31.36	50	
4	31.36	50	
49	31.36	50	
26	14.65	23	
13	14.65	23	
22	14.65	23	
28	14.65	23	
2	14.65	23	
11	14.65	23	
47	14.65	23	
9	14.65	23	
44	14.65	23	
1	14.65	23	
33	14.65	23	
8	14.65	23	
33	14.65	23	
13	14.65	23	
9	14.65	23	
27	59.15	95	
7	59.15	95	
3	59.15	95	
3	59.15	95	
43	59.15	95	
47	41.76	67	
17	41.76	67	
34	41.76	67	
30	41.76	67	
46	41.76	67	
37	41.76	67	
1	41.76	67	
13	41.76	67	
4	41.76	67	
44	41.76	67	
36	41.76	67	
18	41.76	67	
48	55.53	89	
39	55.53	89	
30	55.53	89	
8	55.53	89	
9	55.53	89	
8	15.35	25	
47	29.55	47	
19	29.55	47	
4	29.55	47	
48	29.55	47	
4	29.55	47	
11	29.55	47	
28	29.55	47	
46	29.55	47	
11	12.00	19	
36	12.00	19	
36	12.00	19	
34	12.00	19	
2	12.00	19	
26	12.00	19	
42	12.00	19	
3	12.00	19	
8	12.00	19	
22	12.00	19	
20	12.00	19	
7	12.00	19	
22	56.63	91	
38	56.63	91	
41	56.63	91	
37	56.63	91	
46	56.63	91	
28	56.63	91	
22	56.63	91	
10	56.63	91	
8	56.63	91	
6	56.63	91	
22	56.63	91	
19	56.63	91	
42	39.25	63	
28	39.25	63	
20	39.25	63	
38	39.25	63	
45	39.25	63	
35	39.25	63	
6	39.25	63	
33	39.25	63	
31	39.25	63	
26	39.25	63	
48	39.25	63	
41	39.25	63	
46	39.25	63	
1	22.29	36	
23	22.29	36	
46	22.29	36	
36	22.29	36	
3	22.29	36	
4	22.29	36	
10	22.29	36	
44	22.29	36	
48	22.29	36	
10	35.24	56	
23	35.24	56	
5	35.24	56	
45	35.24	56	
6	35.24	56	
18	35.24	56	
42	35.24	56	
41	35.24	56	
41	35.24	56	
47	35.24	56	
7	35.24	56	
34	35.24	56	
23	35.24	56	
46	35.24	56	
40	35.24	56	
4	18.56	30	
18	18.56	30	
40	18.56	30	
26	18.56	30	
8	18.56	30	
30	18.56	30	
39	18.56	30	
44	18.56	30	
30	18.56	30	
41	18.56	30	
44	18.56	30	
15	18.56	30	
17	18.56	30	
40	18.56	30	
2	18.56	30	
1	18.56	30	
16	0.82	1	
21	0.82	1	
44	0.82	1	
40	0.82	1	
4	0.82	1	
21	0.82	1	
12	0.82	1	
17	0.82	1	
9	0.82	1	
45	15.12	24	
5	15.12	24	
16	15.12	24	
40	15.12	24	
16	15.12	24	
1	15.12	24	
30	15.12	24	
40	15.12	24	
26	15.12	24	
29	15.12	24	
2	15.12	24	
8	15.12	24	
41	15.12	24	
47	15.12	24	
32	59.59	95	
8	59.59	95	
7	59.59	95	
39	59.59	95	
35	59.59	95	
48	59.59	95	
30	59.59	95	
40	59.59	95	
44	59.59	95	
40	59.59	95	
25	10.97	18	
5	10.97	18	
41	10.97	18	
30	10.97	18	
45	10.97	18	
28	10.97	18	
3	10.97	18	
47	10.97	18	
46	10.97	18	
19	10.97	18	
45	10.97	18	
25	55.75	89	
30	55.75	89	
7	55.75	89	
2	55.75	89	
18	55.75	89	
39	55.75	89	
44	55.75	89	
22	55.75	89	
10	55.75	89	
19	38.29	61	
42	38.29	61	
32	38.29	61	
48	38.29	61	
17	38.29	61	
12	38.29	61	
26	38.29	61	
3	38.29	61	
19	52.09	83	
23	52.09	83	
5	52.09	83	
6	52.09	83	
30	52.09	83	
4	52.09	83	
19	52.09	83	
43	52.09	83	
16	34.54	55	
42	34.54	55	
4	34.54	55	
7	34.54	55	
25	34.54	55	
36	34.54	55	
28	34.54	55	
4	34.54	55	
49	34.54	55	
46	17.87	29	
49	17.87	29	
41	17.87	29	
44	17.87	29	
29	17.87	29	
19	17.87	29	
11	17.87	29	
37	17.87	29	
3	17.87	29	
33	17.87	29	
11	17.87	29	
26	17.87	29	
33	17.87	29	
27	17.87	29	
29	17.87	29	
4	31.14	50	
19	31.14	50	
22	31.14	50	
30	31.14	50	
7	31.14	50	
15	31.14	50	
41	31.14	50	
10	31.14	50	
8	31.14	50	
37	31.14	50	
22	31.14	50	
14	31.14	50	
49	31.14	50	
49	31.14	50	
42	31.14	50	
2	31.14	50	
40	31.14	50	
18	13.72	22	
24	13.72	22	
11	13.72	22	
32	13.72	22	
27	13.72	22	
2	13.72	22	
34	13.72	22	
33	13.72	22	
7	13.72	22	
22	13.72	22	
30	13.72	22	
22	13.72	22	
47	13.72	22	
37	58.41	93	
34	58.41	93	
13	58.41	93	
40	58.41	93	
1	58.41	93	
31	58.41	93	
37	58.41	93	
43	58.41	93	
39	58.41	93	
49	58.41	93	
3	58.41	93	
47	58.41	93	
20	58.41	93	
23	58.41	93	
38	58.41	93	
39	58.41	93	
49	58.41	93	
2	41.20	66	
39	41.20	66	
47	41.20	66	
35	41.20	66	
39	41.20	66	
18	41.20	66	
33	41.20	66	
35	41.20	66	
6	41.20	66	
39	41.20	66	
29	41.20	66	
31	23.71	38	
47	23.71	38	
49	23.71	38	
8	23.71	38	
22	23.71	38	
27	23.71	38	
23	23.71	38	
48	23.71	38	
34	23.71	38	
33	23.71	38	
10	23.71	38	
35	23.71	38	
23	6.53	10	
10	6.53	10	
44	6.53	10	
5	6.53	10	
20	6.53	10	
39	6.53	10	
14	6.53	10	
39	6.53	10	
12	6.53	10	
32	6.53	10	
3	6.53	10	
26	6.53	10	
27	6.53	10	
17	6.53	10	
18	6.53	10	
29	6.53	10	
7	6.53	10	
29	6.53	10	
39	6.53	10	
1	51.23	82	
48	51.23	82	
32	51.23	82	
7	51.23	82	
18	51.23	82	
7	51.23	82	
4	51.23	82	
48	51.23	82	
39	51.23	82	
5	51.23	82	
17	51.23	82	
31	51.23	82	
3	3.26	5	
41	3.26	5	
26	3.26	5	
49	3.26	5	
41	3.26	5	
17	16.96	27	
44	16.96	27	
7	16.96	27	
20	16.96	27	
39	16.96	27	
27	16.96	27	
4	16.96	27	
8	16.96	27	
10	16.96	27	
11	16.96	27	
49	16.96	27	
22	16.96	27	
49	16.96	27	
3	16.96	27	
8	16.96	27	
17	30.77	49	
38	30.77	49	
16	30.77	49	
43	30.77	49	
12	30.77	49	
41	30.77	49	
8	30.77	49	
10	30.77	49	
43	30.77	49	
20	30.77	49	
16	30.77	49	
48	30.77	49	
10	30.77	49	
11	30.77	49	
35	44.12	71	
45	44.12	71	
2	44.12	71	
12	44.12	71	
44	44.12	71	
49	44.12	71	
22	44.12	71	
19	44.12	71	
12	44.12	71	
44	44.12	71	
40	44.12	71	
5	44.12	71	
44	44.12	71	
17	44.12	71	
15	44.12	71	
15	27.06	43	
34	27.06	43	
38	27.06	43	
48	27.06	43	
12	27.06	43	
10	27.06	43	
31	27.06	43	
19	27.06	43	
12	27.06	43	
42	27.06	43	
46	27.06	43	
46	40.72	65	
44	40.72	65	
1	40.72	65	
49	40.72	65	
8	40.72	65	
15	40.72	65	
9	40.72	65	
24	40.72	65	
2	40.72	65	
31	40.72	65	
12	40.72	65	
39	23.15	37	
38	23.15	37	
37	23.15	37	
41	23.15	37	
4	23.15	37	
4	23.15	37	
36	23.15	37	
8	23.15	37	
12	23.15	37	
49	6.07	10	
13	6.07	10	
1	6.07	10	
48	6.07	10	
2	6.07	10	
31	6.07	10	
24	6.07	10	
7	6.07	10	
41	6.07	10	
10	6.07	10	
6	6.07	10	
39	6.07	10	
26	6.07	10	
4	6.07	10	
39	6.07	10	
15	6.07	10	
48	6.07	10	
16	6.07	10	
8	6.07	10	
44	6.07	10	
31	19.82	32	
29	19.82	32	
48	19.82	32	
37	19.82	32	
24	19.82	32	
41	19.82	32	
43	19.82	32	
23	19.82	32	
24	19.82	32	
1	19.82	32	
5	19.82	32	
17	33.75	54	
11	33.75	54	
40	33.75	54	
7	33.75	54	
1	33.75	54	
45	33.75	54	
37	47.01	75	
23	47.01	75	
6	47.01	75	
44	47.01	75	
1	47.01	75	
39	47.01	75	
12	47.01	75	
44	47.01	75	
12	47.01	75	
2	60.45	97	
35	60.45	97	
45	60.45	97	
41	60.45	97	
16	60.45	97	
42	60.45	97	
49	43.14	69	
29	43.14	69	
45	43.14	69	
23	43.14	69	
45	43.14	69	
45	43.14	69	
8	43.14	69	
30	43.14	69	
11	43.14	69	
47	43.14	69	
9	43.14	69	
22	43.14	69	
48	56.76	91	
2	56.76	91	
22	56.76	91	
8	56.76	91	
20	56.76	91	
33	56.76	91	
23	56.76	91	
12	56.76	91	
33	56.76	91	
18	56.76	91	
2	56.76	91	
44	56.76	91	
44	39.77	64	
31	39.77	64	
16	39.77	64	
46	39.77	64	
5	39.77	64	
43	39.77	64	
48	39.77	64	
22	39.77	64	
46	39.77	64	
44	39.77	64	
16	39.77	64	
25	39.77	64	
4	39.77	64	
44	53.20	85	
45	53.20	85	
29	53.20	85	
32	53.20	85	
6	53.20	85	
44	53.20	85	
8	53.20	85	
17	53.20	85	
36	53.20	85	
18	53.20	85	
18	53.20	85	
4	53.20	85	
23	53.20	85	
26	53.20	85	
40	53.20	85	
42	53.20	85	
16	53.20	85	
48	36.05	58	
2	36.05	58	
29	36.05	58	
13	36.05	58	
26	36.05	58	
23	36.05	58	
14	36.05	58	
9	36.05	58	
22	36.05	58	
45	36.05	58	
23	36.05	58	
38	36.05	58	
10	49.78	80	
41	49.78	80	
8	49.78	80	
18	49.78	80	
44	49.78	80	
2	49.78	80	
42	49.78	80	
20	49.78	80	
6	49.78	80	
10	49.78	80	
41	49.78	80	
38	49.78	80	
8	32.76	52	
17	32.76	52	
24	32.76	52	
23	32.76	52	
40	32.76	52	
15	32.76	52	
25	32.76	52	
19	32.76	52	
21	32.76	52	
28	32.76	52	
37	32.76	52	
35	32.76	52	
19	32.76	52	
8	32.76	52	
11	14.75	24	
39	14.75	24	
11	14.75	24	
1	14.75	24	
43	14.75	24	
4	14.75	24	
28	14.75	24	
22	14.75	24	
44	14.75	24	
2	14.75	24	
38	29.06	46	
26	29.06	46	
5	29.06	46	
39	29.06	46	
30	29.06	46	
24	29.06	46	
6	29.06	46	
17	29.06	46	
1	29.06	46	
34	29.06	46	
1	29.06	46	
7	29.06	46	
38	29.06	46	
26	11.55	18	
43	11.55	18	
6	11.55	18	
43	11.55	18	
17	11.55	18	
14	11.55	18	
40	11.55	18	
49	11.55	18	
31	11.55	18	
2	25.32	41	
25	25.32	41	
31	25.32	41	
49	25.32	41	
47	25.32	41	
47	25.32	41	
48	25.32	41	
37	25.32	41	
1	25.32	41	
37	38.94	62	
20	38.94	62	
14	38.94	62	
43	38.94	62	
36	38.94	62	
13	38.94	62	
23	38.94	62	
16	38.94	62	
14	52.60	84	
40	52.60	84	
48	52.60	84	
37	52.60	84	
35	52.60	84	
48	52.60	84	
49	52.60	84	
10	52.60	84	
16	4.07	7	
43	4.07	7	
8	4.07	7	
41	4.07	7	
38	4.07	7	
5	4.07	7	
31	4.07	7	
28	4.07	7	
26	4.07	7	
37	4.07	7	
48	4.07	7	
9	4.07	7	
49	48.93	78	
41	48.93	78	
26	48.93	78	
3	48.93	78	
18	48.93	78	
34	48.93	78	
48	48.93	78	
9	48.93	78	
31	0.66	1	
2	0.66	1	
8	0.66	1	
48	0.66	1	
26	0.66	1	
41	0.66	1	
35	0.66	1	
25	0.66	1	
1	0.66	1	
48	14.43	23	
1	14.43	23	
21	14.43	23	
15	14.43	23	
20	58.89	94	
40	58.89	94	
31	58.89	94	
6	58.89	94	
12	58.89	94	
7	58.89	94	
14	58.89	94	
44	58.89	94	
1	42.18	67	
30	42.18	67	
25	42.18	67	
21	42.18	67	
47	42.18	67	
4	42.18	67	
21	42.18	67	
34	42.18	67	
45	42.18	67	
15	42.18	67	
38	42.18	67	
28	24.90	40	
38	24.90	40	
14	24.90	40	
29	24.90	40	
48	24.90	40	
40	24.90	40	
7	24.90	40	
26	24.90	40	
30	24.90	40	
21	24.90	40	
13	7.17	11	
21	7.17	11	
33	7.17	11	
6	7.17	11	
18	7.17	11	
21	7.17	11	
37	7.17	11	
48	7.17	11	
37	7.17	11	
25	7.17	11	
21	7.17	11	
40	21.28	34	
8	21.28	34	
21	21.28	34	
37	21.28	34	
6	21.28	34	
21	21.28	34	
20	21.28	34	
13	21.28	34	
24	21.28	34	
47	21.28	34	
6	21.28	34	
26	21.28	34	
17	21.28	34	
18	21.28	34	
21	34.42	55	
38	34.42	55	
33	34.42	55	
13	34.42	55	
25	34.42	55	
21	34.42	55	
21	59.64	95	
6	59.64	95	
39	59.64	95	
17	59.64	95	
24	59.64	95	
49	59.64	95	
42	42.46	68	
27	42.46	68	
43	42.46	68	
8	42.46	68	
31	42.46	68	
24	42.46	68	
33	42.46	68	
48	42.46	68	
25	42.46	68	
15	42.46	68	
34	25.13	40	
6	25.13	40	
1	25.13	40	
39	25.13	40	
16	25.13	40	
30	25.13	40	
8	25.13	40	
27	25.13	40	
49	25.13	40	
46	7.60	12	
4	7.60	12	
25	7.60	12	
8	7.60	12	
49	7.60	12	
11	7.60	12	
25	7.60	12	
14	21.49	34	
28	21.49	34	
46	21.49	34	
49	21.49	34	
24	21.49	34	
25	21.49	34	
14	21.49	34	
42	21.49	34	
46	21.49	34	
15	21.49	34	
49	21.49	34	
5	21.49	34	
17	21.49	34	
3	4.21	7	
7	4.21	7	
23	4.21	7	
5	4.21	7	
3	4.21	7	
12	4.21	7	
13	4.21	7	
36	4.21	7	
32	4.21	7	
3	48.84	78	
49	48.84	78	
38	48.84	78	
6	48.84	78	
37	48.84	78	
19	48.84	78	
3	48.84	78	
41	48.84	78	
39	48.84	78	
4	48.84	78	
13	48.84	78	
19	48.84	78	
1	31.35	50	
45	31.35	50	
3	31.35	50	
45	31.35	50	
49	31.35	50	
7	31.35	50	
40	31.35	50	
37	31.35	50	
12	31.35	50	
39	31.35	50	
7	31.35	50	
17	31.35	50	
29	31.35	50	
49	31.35	50	
25	31.35	50	
11	31.35	50	
38	45.14	72	
43	45.14	72	
46	45.14	72	
21	45.14	72	
5	45.14	72	
25	45.14	72	
44	45.14	72	
37	45.14	72	
4	45.14	72	
34	45.14	72	
6	45.14	72	
32	45.14	72	
1	45.14	72	
1	45.14	72	
45	27.51	44	
3	27.51	44	
17	27.51	44	
8	27.51	44	
21	27.51	44	
26	27.51	44	
36	27.51	44	
35	27.51	44	
22	27.51	44	
6	27.51	44	
26	27.51	44	
7	27.51	44	
23	27.51	44	
13	27.51	44	
32	27.51	44	
11	27.51	44	
42	27.51	44	
11	27.51	44	
27	27.51	44	
17	41.47	66	
15	41.47	66	
45	41.47	66	
36	41.47	66	
27	41.47	66	
41	41.47	66	
43	41.47	66	
26	41.47	66	
7	41.47	66	
15	41.47	66	
7	41.47	66	
9	55.12	88	
15	55.12	88	
30	55.12	88	
9	55.12	88	
45	55.12	88	
16	55.12	88	
29	55.12	88	
43	55.12	88	
25	55.12	88	
1	55.12	88	
35	55.12	88	
32	55.12	88	
1	55.12	88	
1	55.12	88	
17	55.12	88	
17	55.12	88	
37	6.80	11	
31	6.80	11	
43	6.80	11	
46	6.80	11	
42	6.80	11	
13	6.80	11	
28	6.80	11	
37	6.80	11	
46	6.80	11	
34	20.47	33	
28	20.47	33	
14	20.47	33	
2	20.47	33	
47	20.47	33	
2	20.47	33	
7	20.47	33	
16	20.47	33	
14	20.47	33	
33	20.47	33	
31	20.47	33	
7	3.75	6	
7	3.75	6	
47	3.75	6	
33	3.75	6	
43	3.75	6	
47	3.75	6	
40	3.75	6	
38	3.75	6	
46	3.75	6	
10	3.75	6	
24	3.75	6	
5	3.75	6	
12	3.75	6	
25	3.75	6	
28	3.75	6	
41	17.13	27	
16	17.13	27	
35	17.13	27	
14	17.13	27	
14	17.13	27	
13	17.13	27	
30	17.13	27	
49	17.13	27	
35	17.13	27	
2	17.13	27	
49	17.13	27	
2	17.13	27	
17	17.13	27	
23	17.13	27	
25	17.13	27	
21	17.13	27	
45	17.13	27	
3	17.13	27	
46	17.13	27	
23	17.13	27	
19	17.13	27	
24	61.70	99	
4	61.70	99	
49	61.70	99	
4	61.70	99	
49	61.70	99	
41	61.70	99	
15	61.70	99	
11	13.36	21	
46	13.36	21	
44	13.36	21	
38	13.36	21	
45	13.36	21	
45	13.36	21	
28	13.36	21	
49	27.01	43	
20	27.01	43	
19	27.01	43	
16	27.01	43	
14	27.01	43	
41	27.01	43	
35	27.01	43	
19	27.01	43	
25	27.01	43	
3	27.01	43	
47	27.01	43	
40	27.01	43	
44	27.01	43	
5	40.66	65	
40	40.66	65	
8	40.66	65	
5	40.66	65	
25	40.66	65	
9	40.66	65	
27	40.66	65	
14	40.66	65	
16	40.66	65	
35	40.66	65	
35	23.51	38	
40	23.51	38	
44	23.51	38	
48	23.51	38	
46	23.51	38	
48	23.51	38	
17	23.51	38	
12	23.51	38	
1	23.51	38	
5	23.51	38	
37	23.51	38	
18	23.51	38	
35	37.39	60	
26	37.39	60	
34	37.39	60	
47	37.39	60	
49	37.39	60	
36	37.39	60	
41	37.39	60	
9	37.39	60	
41	37.39	60	
38	37.39	60	
32	37.39	60	
38	37.39	60	
45	37.39	60	
36	37.39	60	
45	50.66	81	
13	50.66	81	
7	50.66	81	
41	50.66	81	
36	50.66	81	
24	50.66	81	
45	50.66	81	
23	50.66	81	
16	50.66	81	
12	50.66	81	
38	50.66	81	
9	50.66	81	
27	50.66	81	
1	50.66	81	
39	50.66	81	
25	50.66	81	
45	2.76	4	
6	2.76	4	
36	2.76	4	
47	2.76	4	
24	2.76	4	
6	2.76	4	
2	9.28	15	
21	9.28	15	
45	9.28	15	
16	22.89	37	
48	22.89	37	
13	22.89	37	
28	22.89	37	
21	22.89	37	
13	22.89	37	
10	36.38	58	
41	36.38	58	
46	36.38	58	
1	36.38	58	
15	36.38	58	
16	36.38	58	
1	36.38	58	
33	36.38	58	
32	36.38	58	
44	36.38	58	
44	19.10	31	
8	19.10	31	
20	19.10	31	
1	19.10	31	
15	19.10	31	
19	19.10	31	
37	19.10	31	
33	19.10	31	
25	19.10	31	
20	19.10	31	
29	19.10	31	
47	19.10	31	
14	32.73	52	
11	32.73	52	
14	32.73	52	
44	32.73	52	
31	32.73	52	
8	32.73	52	
47	32.73	52	
9	32.73	52	
24	32.73	52	
7	32.73	52	
33	32.73	52	
5	32.73	52	
48	32.73	52	
39	32.73	52	
35	15.51	25	
37	15.51	25	
43	15.51	25	
34	15.51	25	
22	15.51	25	
33	15.51	25	
23	15.51	25	
31	15.51	25	
24	15.51	25	
14	15.51	25	
26	15.51	25	
45	15.51	25	
14	15.51	25	
36	15.51	25	
44	15.51	25	
47	29.60	47	
36	29.60	47	
