Source_ID Destination_ID Rating Votes
Source_ID Destination_ID Rating Votes
   51           28          3     1
   18            3          5     1
   52           23          5     1
   10           31          2     1
   33           25          5     1
   16           11          7     1
   11            1          4     1
   45           40          6     1
   17           29          2     1
    2           40          2     1
   36           25         10     1
   53           40          2     1
   51           48          8     1
   34           43          8     1
   40           27          0     1
   26           47          2     1
   56           21          6     1
   23           45          4     1
   51           35          0     1
   16           11          7     1
   23           35          9     1
   17           13         10     1
   17           28          3     1
   14           24          0     1
   51           40          8     1
   38           35          9     1
   27            2          1     1
   25            9         10     1
   23           45          4     1
    1           34         10     1
   32           49          2     1
   24            6          7     1
   45            8          8     1
   28            8          3     1
   40           14          6     1
   56           28          3     1
    3           20          7     1
    2           40          2     1
   33           37          4     1
   49           43          0     1
   14           24          0     1
   38            4          9     1
   27           47          4     1
   35           21          4     1
   45           44          3     1
   17           25          6     1
   38            8          5     1
   17           28          3     1
   27           29          2     1
   40            2          7     1
   13           19          6     1
   42           48          5     1
   12           34          1     1
   32           28          3     1
   16           20          8     1
   25           45          3     1
   12           34          7     1
   31           17          1     1
   50           25          1     1
   46           43          5     1
   16           20          8     1
   12           34          1     1
   53           46          0     1
   55           23         10     1
   53           10         10     1
   13           19          6     1
    4           43          8     1
   47           18          1     1
   55           26          9     1
   42           18         10     1
   12           34          7     1
   42           29          4     1
   39           37          3     1
   17           25          6     1
   56           23          4     1
   45           44          4     1
   37           15          8     1
   56            2          9     1
   51            6          8     1
   39           42          7     1
   38           24          7     1
    1           30          7     1
    4            5          6     1
   56           27          5     1
    3           25          1     1
   25           45          3     1
   30           33          5     1
   48            9          1     1
   36           32          3     1
   45           49          6     1
   27           15          1     1
   32           33          3     1
   18           44          4     1
   13           47          8     1
   11           38          5     1
   29           18          4     1
   48           22          3     1
   11           30          3     1
   18           44          4     1
   11           23          4     1
   30           27         10     1
   50           46          5     1
   17           48          0     1
   13           19          0     1
    6           28          3     1
   52           21          8     1
   50            4          6     1
   46           32          7     1
   27           13          0     1
   27           40          3     1
   54           31          8     1
    2           25          4     1
   11           30          3     1
    8           28         10     1
   13           47          8     1
   11           25          4     1
   11           38          5     1
   13           19          0     1
   54            5          6     1
   16           47          8     1
   51           11          6     1
   32           39          1     1
   29           23          2     1
   26           15          9     1
    6           12          8     1
   53           23          2     1
   11           23          4     1
   23           21          1     1
   48            3         10     1
    8            1          9     1
   46           47          6     1
   17           48          0     1
   48           23          6     1
   11           25          4     1
    1           47          1     1
   36           14          8     1
    1           38          8     1
   20           29          7     1
    9           20          4     1
   48           26          3     1
   15           29          9     1
   37           11          5     1
   16           47          8     1
   46            1          0     1
   34           35          4     1
   54           23          1     1
   36           23          0     1
   55           29          0     1
   33            3          6     1
   34            7          2     1
   38           37          1     1
   30           19          2     1
   44           47          5     1
   24           28          5     1
   38           10          0     1
   20           29          7     1
   15           12          7     1
   17            4          2     1
   19           37          2     1
   51           20          0     1
   51           21          9     1
   12            5          1     1
    7           17          4     1
   26           33          5     1
   21            9          0     1
   38           42          7     1
   19           37          2     1
   34           29          8     1
   27           12          8     1
   15           29          9     1
   17            4          2     1
   55            8          4     1
    6           10          7     1
   43           41         10     1
   15           12          7     1
   55           15          1     1
   55            5          6     1
   12            5          1     1
   41            3          7     1
   54            9          2     1
   13           16          2     1
   25           26          3     1
   27           26          2     1
   19           30         10     1
   12           36          5     1
    1           19         10     1
   35            2          8     1
    1           47         10     1
   51           11         10     1
    9           32          8     1
   55           14          4     1
   50            6          4     1
   19           30         10     1
   13           16          2     1
   49           40          7     1
   21           39          2     1
   23           44          3     1
   12           36          5     1
   41           22          4     1
   13           26          0     1
    4           41          4     1
   51           32          5     1
   23           15          8     1
   33            2          8     1
   29           26          1     1
    7           13          8     1
    3            4         10     1
    6           29          1     1
   21           47          0     1
    5           18          0     1
   41           13          7     1
    9           48          2     1
    6           31          0     1
   13           26          0     1
   23           44          3     1
   29           46          1     1
   21           44          1     1
   12           26          6     1
   31            9          3     1
   12           27          1     1
   21           12          9     1
   35           13         10     1
    5           11          0     1
    5           12          4     1
   12           27          1     1
   27           11          0     1
   40           49          8     1
   55           48          7     1
    5           42          3     1
   43            4          8     1
   12            1          8     1
   12            5          5     1
   12           18          2     1
   30            8          7     1
   42           23          5     1
    5            3         10     1
   21           44          1     1
   17           26          8     1
   18           34          1     1
   47           22          0     1
   43           12          8     1
   12           26          6     1
   12           18          2     1
   38           23          7     1
   18           34          1     1
    7           32          0     1
   22           19          9     1
   16           26          9     1
   38           26          2     1
    3           25          3     1
   17           45         10     1
   17           26          8     1
    9           44          3     1
   11           31          5     1
   10           33          4     1
   12            5          5     1
   46           48          6     1
   12            1          8     1
   42           44         10     1
   52            5          7     1
   45           40          9     1
   33           31          6     1
   56           18          9     1
   17           45         10     1
   28           44          1     1
   16           26          9     1
   30           48         10     1
   11           31          5     1
    8           35          2     1
   51            5          8     1
   36           37          7     1
   40           18          6     1
   51            7          7     1
   18           10          0     1
   41           10          3     1
    3           10          3     1
   12           37          3     1
    1           11          4     1
   17           44          4     1
   18            8          4     1
   28           44          1     1
   18           10          0     1
   18            8          4     1
   12           37          3     1
   33           18          9     1
    8           35          5     1
   28           19          7     1
   46           43          3     1
    7           36          2     1
   48           40          6     1
    9            6          2     1
   41           44          6     1
   28           11          0     1
    3           28          4     1
   17           44          4     1
   47           33          7     1
   33           23          6     1
   12           22         10     1
   25           45          3     1
    6           44         10     1
    6           24          5     1
    8           24          6     1
   22           42          8     1
    5           48          5     1
   12           22         10     1
   19            2          0     1
    4           43          3     1
    2           20          3     1
    3            4          7     1
   22           42          8     1
   30           17          8     1
   23            7          1     1
   20           12          5     1
   25           45          3     1
   31           44          6     1
   36           28          1     1
   29           15          1     1
   42           36          3     1
   53           39          3     1
   53           39          7     1
   28           24          8     1
   26            2          2     1
   20           12          5     1
   34            5          4     1
   25           40          5     1
    7           18          3     1
   19            2          0     1
   54            9          5     1
   13           23          8     1
   20           11          5     1
   24           12          6     1
   32           31          9     1
   14            8          9     1
    7           20          3     1
   41           43          1     1
   38           21          2     1
   20           11          5     1
    3           38          4     1
   49           45          8     1
   53           38          4     1
   16           35          7     1
   56           41          3     1
   16           34          7     1
   14            8          9     1
   42           24         10     1
    3            7          3     1
   45           25          0     1
   36           11          5     1
   28           29          6     1
   38           19          9     1
   48           21          3     1
   22           28          1     1
    2            1          4     1
   26           38          3     1
   46           17          9     1
   16           34          7     1
   25           45          3     1
   26            6          6     1
   53           15         10     1
   26           18          5     1
   16           35          7     1
   30           45          2     1
   55            4          8     1
   48           45          4     1
   13           23          8     1
   21            1          8     1
   34           28          5     1
   48           37         10     1
   34           31         10     1
   47           18          8     1
   25           45          3     1
   36            2          7     1
   21           23          4     1
   48           45          3     1
    3           14          0     1
    1            3         10     1
   56           41         10     1
   30           45          2     1
    9           48          7     1
   20            7         10     1
   37            9         10     1
   29           45          9     1
   49            3          3     1
    2           38          8     1
   34           30          7     1
   16           12          5     1
   44           25          8     1
   31           12          7     1
   45           16          7     1
   20            7         10     1
   25           37          0     1
   49           22          3     1
    1            4          9     1
   16           12          5     1
   19           16          4     1
   29           45          9     1
   53           16          5     1
   48            6          4     1
   54            5          0     1
    6           38          1     1
   38           46          6     1
   37           28          6     1
   19           16          4     1
   28           30          5     1
   29           12          8     1
   52           39          0     1
    7           26          4     1
   49           41          1     1
    1           23          9     1
   30           36          1     1
   42            5          8     1
   28           30          0     1
   30           28          5     1
   52           41          7     1
   48           10          0     1
   50           31          2     1
   32           36          8     1
   54           48          1     1
    2            8          3     1
   14            8          1     1
    3           38          0     1
   51           29          8     1
    2            9          1     1
   29            3          3     1
   45            3          9     1
   41           11          1     1
   22           15          7     1
   44            8          5     1
   52           15          1     1
   14            8          1     1
   56           16          7     1
    2           24         10     1
   14            7          1     1
   21            2         10     1
   55            7          7     1
    5           37          3     1
   22            6          4     1
   47           13          6     1
   20            2          7     1
   48           27          8     1
    7           22          2     1
   39           41          0     1
    5           18          1     1
   43           28          3     1
    3           42          7     1
   14            7          1     1
   48           49          2     1
   39           18          8     1
   17           26          4     1
   34            8          9     1
   56            5          2     1
   51           31          0     1
   38            9          0     1
   24            7          3     1
   35           27          3     1
   37           38          9     1
    1           21          8     1
   17           26          4     1
   23           29          5     1
   20            2          7     1
   48           10          3     1
    1           20         10     1
    1           39          0     1
   16           31          9     1
   27           42         10     1
   28           17          9     1
   17           32          2     1
   42           12          2     1
   37           32          8     1
   43           40         10     1
   10           11          0     1
   16           31          9     1
   17           32          2     1
    8           40          8     1
    6           14          6     1
   55           12          5     1
   27           49          2     1
   33           19          2     1
   34           35          6     1
   47           29          4     1
   35            9         10     1
   48           45          6     1
   27           42         10     1
   56           31          9     1
   10           31          5     1
   16           19          2     1
   25           28          7     1
   21           17          4     1
   37            7          5     1
   35           26          2     1
   15           37          8     1
   40            9          5     1
   54           43          1     1
   42            5          2     1
Source_ID Destination_ID Rating Votes
    6           28          7     1
   11            2          6     1
   47           23          9     1
   47           12          0     1
   20           17          4     1
   17            1          7     1
   43           47          2     1
    6           41          8     1
    6           25          8     1
   41            4          8     1
   37           44          1     1
   56           41          8     1
   47           32          8     1
   39            3          7     1
   21            4          3     1
   17           15          6     1
   51            4          6     1
   53           23          9     1
   33           46          6     1
   17            1          7     1
   24           17          4     1
   34           22          3     1
   20           17          4     1
   11            2          6     1
   32           17          8     1
   12           20          3     1
   51           33          5     1
    7           22         10     1
   26            8          8     1
   55           16          5     1
   39           41          7     1
    5           12          0     1
   35           30          8     1
   17           15          6     1
   50           32          4     1
   12           20          3     1
   40           25          0     1
   39            4          0     1
   16            4          8     1
   24           39          6     1
    3            6          7     1
    1           33          2     1
   37           21          7     1
   16           44          1     1
    9           29          5     1
   23            3          9     1
   18           26          8     1
    9           47          8     1
   53           30          4     1
   25           40          2     1
   28           42          7     1
   43           47          7     1
   12           45          3     1
   26           10          2     1
   46            8          0     1
    4           22          2     1
   16            4          8     1
   16           35          7     1
    6           34          0     1
   43           37          1     1
   16           44          1     1
   40           35          8     1
   55           17         10     1
   56            2          7     1
   31           36          3     1
   42           41          7     1
   27           49          0     1
   31           40          7     1
    4           31          6     1
   54           34          3     1
   18           26          8     1
   29           30         10     1
   16           35          7     1
   12           45          3     1
    6            3          2     1
   26           13          5     1
   28           42          7     1
   56            3          4     1
   22           40          8     1
   35           23          2     1
    3            7          6     1
   42           29          5     1
   22           42          6     1
   51           22          7     1
   53           33          2     1
    9           29          4     1
    5           42          8     1
   29           23          1     1
   37           43          7     1
   21           25          8     1
   27            4          8     1
   37           28          5     1
    6           47          1     1
    6           20          1     1
   41           24         10     1
   13           18          5     1
   32            1          9     1
   56           37          6     1
   28           43          1     1
    7           29          5     1
   22           42          6     1
   34            5          7     1
   34           20         10     1
   15           14          1     1
   13           18          5     1
   50            9          4     1
    5           12          1     1
   16           29         10     1
    8           11          7     1
   45           28          7     1
   32           42          1     1
    6           35          4     1
   23           44          9     1
   56           19          6     1
   10            2          6     1
   16           29         10     1
   28           49          1     1
    2           17          0     1
   15           14          1     1
    8           36         10     1
   50           43          0     1
   28           43          1     1
   31           14          7     1
   27           39          2     1
   20           14          7     1
   32           17          4     1
   50           16          0     1
    6           36          9     1
   54            8         10     1
   14            3          7     1
   35           46          9     1
   10            5          7     1
   48           24          7     1
   34           26          0     1
   20           14          7     1
   53           38          4     1
   17           28          0     1
    8           23          9     1
   15           42          4     1
   23           44          9     1
   14            3          7     1
   15           42          4     1
   55            1          1     1
   45           37          5     1
   42           49          2     1
   18           43          6     1
   54           37          2     1
   16           49          5     1
   55           46          0     1
    4           28          8     1
   42           32          0     1
   18           10          8     1
   33           48          3     1
   47           13          1     1
   51           11          8     1
   18           10          8     1
    3           44          9     1
   26           37          3     1
   43            1          6     1
   16           49          5     1
   17           37          6     1
   17           28          0     1
   50            7          4     1
   14           41          6     1
    9           29         10     1
   18           43          6     1
   45           33          1     1
   10            6         10     1
    3           31          7     1
   11           21          7     1
   31           22          9     1
   18            4          6     1
   48            8          8     1
   14           41          6     1
   42            1          6     1
   32           44          1     1
   26           20          5     1
   26           38         10     1
    4           44          3     1
   17           37          6     1
   19           41          8     1
   33           26          1     1
   18            4          6     1
   39           35          9     1
   19           33          3     1
   14           15          1     1
   44            7          3     1
   55           46          0     1
   24           30         10     1
   11           21          7     1
    5           36          4     1
   27           46          1     1
   45           37          9     1
    3            5          6     1
   40           14          7     1
   28           24          0     1
   55           10          2     1
   19           41          8     1
    5           27          4     1
   56           13         10     1
   36           27          7     1
   45           47          0     1
   27           48         10     1
   14           15          1     1
   45            1          7     1
   54           14          5     1
   37            7         10     1
   19           33          3     1
   15           31         10     1
   51           39          8     1
    1           19          1     1
   32            2          6     1
   22           29          7     1
   26           28          4     1
   54           32          5     1
   22           47          9     1
   30           34          4     1
    6           42         10     1
   15           31         10     1
    9           11          4     1
   54           28         10     1
    9            2          5     1
   33           25          8     1
   21            4          0     1
   36           38          0     1
    8           25         10     1
   19            7          9     1
   44            7          7     1
   36           29          1     1
   44            6          6     1
   39           37          2     1
   53           22          6     1
   41           18          9     1
   44            9          7     1
   49           22          1     1
   28           23          7     1
   41           47          5     1
   22            2          1     1
   29           13          5     1
   47           15          3     1
   56            8          7     1
   18           48          1     1
    3            4          2     1
   46           28          9     1
   22           15          4     1
    8            5          7     1
   10           31          0     1
   18           48          1     1
   52            6          6     1
   19            7          9     1
   39           25          4     1
   42           34          5     1
   17            8          2     1
   24           47          2     1
   34           18         10     1
   15           47          3     1
   15           35          2     1
   37           26          4     1
   53           44          2     1
   44           47          5     1
   15           10         10     1
   43            8          2     1
   37           13         10     1
   17            8          2     1
   49           46          4     1
   31           19          4     1
   24            8          1     1
   48           47          0     1
   34           11          1     1
    8            2         10     1
   52           17         10     1
   26           29          1     1
    4           49          8     1
   22           10          2     1
    8           45          6     1
   41           37          7     1
   15           35          2     1
   11           42          1     1
   33           41          7     1
   31           40          3     1
   15           47          3     1
    3           34          9     1
   18           26          4     1
   13           19          1     1
    8           29          8     1
   22           26          3     1
   53           43          4     1
   50           25          6     1
   43           45          5     1
   23            1          6     1
   15           10         10     1
   27            7          4     1
   12            7          7     1
   36           39          6     1
   37            1          8     1
   11           42          1     1
    7           42         10     1
   13           19          1     1
   48           13          1     1
   31           34          2     1
   12            6          4     1
   23           11          0     1
   45            7          0     1
   56           12          7     1
   23            3          4     1
   30           10         10     1
   18           26          4     1
   18            6          4     1
   30           44          8     1
   35           16          6     1
   47           48          2     1
   52           19          7     1
   12           31          7     1
   15           42          1     1
    7           37          1     1
   27           31          6     1
   22           38          9     1
    4           32          1     1
   49           17          0     1
   12            6          4     1
   25           11          5     1
   30           44          8     1
   43            1         10     1
   12            7          7     1
   12           31          7     1
   15           42          1     1
   18            6          4     1
   13           40          9     1
    2            6          4     1
   45           37          5     1
   36           13          8     1
   30           20          1     1
   10            8          1     1
   55           30          7     1
   44           16          9     1
   26            4          1     1
   56           17          9     1
    1           21          5     1
    3           49          0     1
   30           10         10     1
   38           16          4     1
   13           40          9     1
    2           34          7     1
   33           37          8     1
   29           24          5     1
   54            8          9     1
   12           35          7     1
   19           17          2     1
   19           48          2     1
   54           24          6     1
   34           31          4     1
    5           18          9     1
   40           46          0     1
   23           38          1     1
   23           14          1     1
   22           44          8     1
   22           18          6     1
   28           37          8     1
   12           35          7     1
   33           30          8     1
   46           39          5     1
   21           23          8     1
    3           20          3     1
   56           43          8     1
   16            4          3     1
   19           48          2     1
   33           38          1     1
    2           42          5     1
   32           18          7     1
   43           31          7     1
   22           31          3     1
   48           25          8     1
   47           40          0     1
   22           44          8     1
   25            2          8     1
   19           17          2     1
   29            1          3     1
   40           48          2     1
   16            4          3     1
   28           26         10     1
   21           25          9     1
   46           38          4     1
   55           17          3     1
   15           47          4     1
   28           20         10     1
   50           46          3     1
   10           34          1     1
   21           27          0     1
    4           48          2     1
   52           37          4     1
   35           22          3     1
   21            9          6     1
   44           39          8     1
   34            2          2     1
   56           37         10     1
    2           39          4     1
   46           16          9     1
   20           10          1     1
   28           25          3     1
   32           20          5     1
   45           12          2     1
   14           18          7     1
   23           48          0     1
   34           21          8     1
   15           18          9     1
   20           10          1     1
    2           22          7     1
   19            5         10     1
   35           12          7     1
    9           47          2     1
   34           12          2     1
   43           34          8     1
   42            7          0     1
   21           46          1     1
   24           17          0     1
   51            4          6     1
   14           18          7     1
   15           47          4     1
   19            5         10     1
   15           18          9     1
   16           30         10     1
   49            8          6     1
    2           36          9     1
   23            8          1     1
   55           30          6     1
   16           30         10     1
   13           12         10     1
    6           25          9     1
   28            5          0     1
    6           23          4     1
   20           39          3     1
    8           19          1     1
   19            4         10     1
    5           30         10     1
   21           10          5     1
   20           40          5     1
   14            2          4     1
   20           39          3     1
   53           29          9     1
   21           25         10     1
   50           19          3     1
   47           18          5     1
   31            4          6     1
   19           22          7     1
   20           22          1     1
   19            4         10     1
   19            2          8     1
   13           12         10     1
    5           26         10     1
   56           27          7     1
   20            2          0     1
   48            2          0     1
   43           34          9     1
   19           22          7     1
    8           41         10     1
   40           43          3     1
   20           40          5     1
   21           33          8     1
   20           22          1     1
   14            2          4     1
    5           32          0     1
   55           38          1     1
   18           20          6     1
   55           13         10     1
   19            2          8     1
   35           42          0     1
   36           22          7     1
   18           20          6     1
   20            2          0     1
   34           17          3     1
   10           33          4     1
   31           19          2     1
   39           23          2     1
   27           29          9     1
   50           25          4     1
   16           25          2     1
   48           19          8     1
   38           21         10     1
   52           45          8     1
   49           28          8     1
   24           12          6     1
   20           30          9     1
   37           19          9     1
   16           25          2     1
    5            2          8     1
   51           24          3     1
   30           42          0     1
   20           30          9     1
    6            3          9     1
   34           21          7     1
   16            7          1     1
    8           16          9     1
   40           41          4     1
    1           22          7     1
   43           33          1     1
   21           45          1     1
    3           40          7     1
   12           49          2     1
   26            5          0     1
   54           38          7     1
   41           30          7     1
    8           31          5     1
    8           30          7     1
   21           45          1     1
    5           10          7     1
    9           49         10     1
    5           22          6     1
   16            7          1     1
   50           16          2     1
   44           11          5     1
   42           40          8     1
   30           42          0     1
   24            4          3     1
   45           35          2     1
   15           27          9     1
   55           33          8     1
   26           38          8     1
   38           15          2     1
   12           49          2     1
   40           32          2     1
    8           30          5     1
    8           35          5     1
   21           18          6     1
    3           40          7     1
    8           17          4     1
   13           45          6     1
   14           33          5     1
   26           12          8     1
   48            1          7     1
   46           29          3     1
   11           48          5     1
   56            5         10     1
    3           38          9     1
   47           42          2     1
   55           19          4     1
    6           47          0     1
   34            1         10     1
    5           10          3     1
   11           49          6     1
   35            7          6     1
   26           37          9     1
   15           37          9     1
    8           20          1     1
   16           36          4     1
    7           18          7     1
   15           27          9     1
   28            4          2     1
   36           28          0     1
   11           48          5     1
   18           22          8     1
   21           11          1     1
   26           30          8     1
   52           25          5     1
   14           33          5     1
   11           49          6     1
   13           45          6     1
   14            1          2     1
   18           22          8     1
   37           14          9     1
   18            3          6     1
   16           36          4     1
   21           13          7     1
   17           22          4     1
    2           27          2     1
   11            1          2     1
   50           11          7     1
    5           29          1     1
   15           37          9     1
   17           29          1     1
   23           20          4     1
   28           37          8     1
    3            7          9     1
   42           19          2     1
    9           43          3     1
   29           30          9     1
   14            1          2     1
   19           20          6     1
   17           13          0     1
   52            3          1     1
   56           18          4     1
   53           43          0     1
   37           43          4     1
   19           20          6     1
   17           22          4     1
   51           28          6     1
   18            3          6     1
   52           23         10     1
   10           31          4     1
   33           25         10     1
   16           11          8     1
   11            1          2     1
   45           40          3     1
   17           29          1     1
    2           40          4     1
   36           25          5     1
   53           40          0     1
   51           48          8     1
   34           43          4     1
   40           27          1     1
   26           47          6     1
   56           21          0     1
   23           45          7     1
   51           35          5     1
   16           11          8     1
   23           35          4     1
   17           13          0     1
   17           28          7     1
   14           24          3     1
   51           40          6     1
   38           35          2     1
   27            2          1     1
   25            9          0     1
   23           45          7     1
    1           34          9     1
   32           49          5     1
   24            6          7     1
   45            8          9     1
   28            8          7     1
   40           14         10     1
   56           28          2     1
    3           20          1     1
    2           40          4     1
   33           37          7     1
   49           43          2     1
   14           24          3     1
   38            4          3     1
   27           47          2     1
   35           21          3     1
   45           44          5     1
   17           25          3     1
   38            8          2     1
   17           28          7     1
   27           29          3     1
   40            2          0     1
   13           19          8     1
   42           48          8     1
   12           34          9     1
   32           28          1     1
   16           20          7     1
   25           45          8     1
   12           34          7     1
   31           17          5     1
   50           25          5     1
   46           43          4     1
   16           20          7     1
   12           34          9     1
   53           46          2     1
   55           23          5     1
   53           10          6     1
   13           19          8     1
    4           43          5     1
   47           18          1     1
   55           26          3     1
   42           18          5     1
   12           34          7     1
   42           29          6     1
   39           37          9     1
   17           25          3     1
   56           23          6     1
   45           44          1     1
   37           15          1     1
   56            2          3     1
   51            6          8     1
   39           42          4     1
   38           24          5     1
    1           30          0     1
    4            5          2     1
   56           27          9     1
    3           25          0     1
   25           45          8     1
   30           33         10     1
   48            9          0     1
   36           32         10     1
   45           49          5     1
   27           15          8     1
   32           33         10     1
   18           44          7     1
   13           47          9     1
   11           38          8     1
   29           18          4     1
   48           22          2     1
   11           30          8     1
   18           44          7     1
   11           23          8     1
   30           27         10     1
   50           46          1     1
   17           48          1     1
   13           19          9     1
    6           28          7     1
   52           21          8     1
   50            4          4     1
   46           32          8     1
   27           13          7     1
   27           40          4     1
   54           31          9     1
    2           25          3     1
   11           30          8     1
    8           28          2     1
   13           47          9     1
   11           25          9     1
   11           38          8     1
   13           19          9     1
   54            5          8     1
   16           47          0     1
   51           11          5     1
   32           39          6     1
   29           23          0     1
   26           15          4     1
    6           12          6     1
   53           23          5     1
   11           23          8     1
   23           21          4     1
   48            3          0     1
    8            1          3     1
   46           47          2     1
   17           48          1     1
   48           23          1     1
   11           25          9     1
    1           47          3     1
   36           14          7     1
    1           38         10     1
   20           29          0     1
    9           20          1     1
   48           26          1     1
   15           29          0     1
   37           11          8     1
   16           47          0     1
   46            1          4     1
   34           35          7     1
   54           23          2     1
   36           23         10     1
   55           29          0     1
   33            3          0     1
   34            7          6     1
   38           37          4     1
   30           19          8     1
   44           47          4     1
   24           28          7     1
   38           10          3     1
   20           29          0     1
   15           12          0     1
   17            4          6     1
   19           37          4     1
   51           20          6     1
   51           21          4     1
   12            5          5     1
    7           17          1     1
   26           33          8     1
   21            9          9     1
   38           42          3     1
   19           37          4     1
   34           29          5     1
   27           12          8     1
   15           29          0     1
   17            4          6     1
