Node ID	Battery Consumption (%)	TotalNumber of Transactions
17	0.00007778	56	
16	0.00007778	56	
36	0.00007778	56	
8	0.00007778	56	
3	0.00010833	78	
46	0.00010833	78	
5	0.00010833	78	
24	0.00006944	50	
26	0.00006944	50	
14	0.00003333	24	
38	0.00003333	24	
28	0.00003333	24	
23	0.00003333	24	
42	0.00006250	45	
3	0.00009306	67	
1	0.00009306	67	
37	0.00012361	89	
49	0.00012361	89	
43	0.00008472	61	
37	0.00008472	61	
42	0.00008472	61	
49	0.00008472	61	
46	0.00007639	55	
28	0.00007639	55	
32	0.00007639	55	
10	0.00007639	55	
48	0.00003750	27	
13	0.00003750	27	
11	0.00006806	49	
10	0.00006806	49	
44	0.00006806	49	
37	0.00006806	49	
1	0.00002917	21	
37	0.00005972	43	
28	0.00005972	43	
7	0.00005972	43	
41	0.00005972	43	
29	0.00005972	43	
43	0.00002222	16	
33	0.00002222	16	
49	0.00002222	16	
6	0.00012083	87	
31	0.00012083	87	
21	0.00012083	87	
22	0.00012083	87	
4	0.00012083	87	
8	0.00008333	60	
41	0.00004444	32	
1	0.00004444	32	
44	0.00000556	4	
20	0.00000556	4	
38	0.00000556	4	
44	0.00000556	4	
37	0.00000556	4	
41	0.00000556	4	
26	0.00003611	26	
4	0.00003611	26	
35	0.00003611	26	
33	0.00003611	26	
15	0.00006667	48	
7	0.00006667	48	
46	0.00006667	48	
30	0.00009861	71	
36	0.00005972	43	
21	0.00005972	43	
46	0.00005972	43	
37	0.00005972	43	
5	0.00005972	43	
14	0.00008889	64	
24	0.00005139	37	
10	0.00005139	37	
41	0.00008056	58	
27	0.00008056	58	
13	0.00008056	58	
27	0.00008056	58	
47	0.00008056	58	
48	0.00008056	58	
15	0.00004306	31	
1	0.00004306	31	
14	0.00004306	31	
7	0.00004306	31	
33	0.00004306	31	
31	0.00004306	31	
39	0.00000417	3	
19	0.00000417	3	
2	0.00000417	3	
29	0.00000417	3	
28	0.00010278	74	
32	0.00002778	20	
47	0.00002778	20	
34	0.00002778	20	
42	0.00005694	41	
31	0.00005694	41	
11	0.00005694	41	
28	0.00005694	41	
2	0.00005694	41	
25	0.00005694	41	
4	0.00005694	41	
38	0.00005694	41	
25	0.00005694	41	
7	0.00005694	41	
7	0.00001944	14	
29	0.00001944	14	
6	0.00001944	14	
37	0.00001944	14	
22	0.00001944	14	
18	0.00001944	14	
9	0.00001944	14	
22	0.00001111	8	
23	0.00001111	8	
47	0.00001111	8	
2	0.00001111	8	
13	0.00001111	8	
15	0.00001111	8	
8	0.00010972	79	
48	0.00010972	79	
4	0.00010972	79	
28	0.00010972	79	
15	0.00010972	79	
5	0.00007083	51	
31	0.00007083	51	
48	0.00007083	51	
6	0.00007083	51	
7	0.00007083	51	
25	0.00007083	51	
34	0.00007083	51	
8	0.00007083	51	
47	0.00003333	24	
18	0.00003333	24	
47	0.00003333	24	
35	0.00006250	45	
26	0.00006250	45	
44	0.00006250	45	
47	0.00006250	45	
10	0.00005556	40	
8	0.00005556	40	
13	0.00008611	62	
8	0.00008611	62	
46	0.00008611	62	
19	0.00008611	62	
8	0.00008611	62	
47	0.00008611	62	
11	0.00011667	84	
2	0.00011667	84	
17	0.00011667	84	
29	0.00011667	84	
49	0.00007639	55	
10	0.00000139	1	
45	0.00000139	1	
37	0.00000139	1	
35	0.00000139	1	
42	0.00000139	1	
41	0.00003194	23	
40	0.00003194	23	
47	0.00003194	23	
34	0.00003194	23	
26	0.00003194	23	
19	0.00003194	23	
29	0.00012917	93	
10	0.00012917	93	
26	0.00012917	93	
43	0.00012917	93	
25	0.00002361	17	
45	0.00002361	17	
1	0.00002361	17	
7	0.00012222	88	
7	0.00012222	88	
39	0.00008472	61	
1	0.00008472	61	
42	0.00008472	61	
42	0.00008472	61	
19	0.00008472	61	
13	0.00008472	61	
34	0.00011389	82	
6	0.00011389	82	
11	0.00000694	5	
7	0.00000694	5	
12	0.00000694	5	
3	0.00000694	5	
10	0.00010694	77	
26	0.00010694	77	
6	0.00010694	77	
44	0.00006806	49	
16	0.00006806	49	
48	0.00006806	49	
19	0.00006806	49	
31	0.00002917	21	
42	0.00002917	21	
37	0.00002917	21	
6	0.00002917	21	
31	0.00002917	21	
38	0.00002917	21	
32	0.00005972	43	
17	0.00005972	43	
11	0.00005972	43	
1	0.00005972	43	
7	0.00005972	43	
31	0.00008889	64	
6	0.00008889	64	
40	0.00008889	64	
42	0.00011944	86	
6	0.00011944	86	
37	0.00008194	59	
13	0.00008194	59	
20	0.00008194	59	
8	0.00004306	31	
30	0.00004306	31	
16	0.00000556	4	
4	0.00000556	4	
17	0.00000556	4	
21	0.00000556	4	
49	0.00010417	75	
10	0.00010417	75	
16	0.00010417	75	
40	0.00010417	75	
34	0.00010417	75	
37	0.00010417	75	
24	0.00010417	75	
8	0.00010417	75	
35	0.00010417	75	
17	0.00013472	97	
48	0.00013472	97	
24	0.00013472	97	
31	0.00013472	97	
18	0.00002778	20	
46	0.00002778	20	
38	0.00002778	20	
14	0.00002778	20	
44	0.00002778	20	
18	0.00002778	20	
37	0.00002778	20	
35	0.00002778	20	
30	0.00005833	42	
39	0.00005833	42	
23	0.00005833	42	
20	0.00005833	42	
43	0.00005833	42	
4	0.00005833	42	
48	0.00008889	64	
38	0.00008889	64	
42	0.00008889	64	
18	0.00011944	86	
31	0.00011944	86	
31	0.00011944	86	
25	0.00008056	58	
40	0.00008056	58	
2	0.00008056	58	
17	0.00008056	58	
1	0.00011111	80	
48	0.00011111	80	
4	0.00000278	2	
26	0.00000278	2	
25	0.00000278	2	
38	0.00000278	2	
17	0.00000278	2	
47	0.00000278	2	
20	0.00000278	2	
46	0.00000278	2	
34	0.00000278	2	
27	0.00003333	24	
48	0.00003333	24	
37	0.00003333	24	
22	0.00003333	24	
9	0.00003333	24	
39	0.00006389	46	
2	0.00006389	46	
37	0.00006389	46	
39	0.00006389	46	
Node ID	Battery Consumption (%)	TotalNumber of Transactions
28	0.00013056	94	
2	0.00013056	94	
23	0.00009167	66	
12	0.00009167	66	
17	0.00009167	66	
1	0.00009167	66	
47	0.00005278	38	
41	0.00005278	38	
25	0.00005278	38	
4	0.00005278	38	
44	0.00001528	11	
41	0.00011389	82	
32	0.00011389	82	
3	0.00007639	55	
4	0.00007639	55	
15	0.00010694	77	
4	0.00010694	77	
23	0.00010694	77	
46	0.00006806	49	
1	0.00006806	49	
17	0.00006806	49	
22	0.00006806	49	
17	0.00006806	49	
2	0.00002917	21	
17	0.00002917	21	
20	0.00002917	21	
33	0.00012778	92	
22	0.00012778	92	
8	0.00012778	92	
16	0.00012778	92	
41	0.00002083	15	
12	0.00002083	15	
30	0.00002083	15	
32	0.00005139	37	
15	0.00005139	37	
20	0.00005139	37	
25	0.00005139	37	
4	0.00005139	37	
4	0.00005139	37	
39	0.00008056	58	
6	0.00008056	58	
33	0.00008056	58	
21	0.00008056	58	
44	0.00011111	80	
29	0.00011111	80	
3	0.00011111	80	
26	0.00007500	54	
47	0.00007500	54	
30	0.00007500	54	
40	0.00003472	25	
42	0.00003472	25	
47	0.00003472	25	
45	0.00003472	25	
10	0.00006667	48	
8	0.00006667	48	
22	0.00006667	48	
4	0.00006667	48	
35	0.00006667	48	
34	0.00006667	48	
37	0.00006667	48	
44	0.00006667	48	
35	0.00009583	69	
17	0.00012639	91	
2	0.00012639	91	
36	0.00012639	91	
41	0.00012639	91	
49	0.00008750	63	
40	0.00008750	63	
31	0.00008750	63	
34	0.00008750	63	
26	0.00008750	63	
30	0.00008750	63	
35	0.00008750	63	
45	0.00005000	36	
3	0.00005000	36	
13	0.00005000	36	
3	0.00005000	36	
40	0.00005000	36	
23	0.00005000	36	
7	0.00005000	36	
29	0.00005000	36	
42	0.00005000	36	
22	0.00005000	36	
33	0.00005000	36	
29	0.00005000	36	
42	0.00005000	36	
23	0.00005000	36	
43	0.00005000	36	
25	0.00008056	58	
4	0.00008056	58	
28	0.00008056	58	
47	0.00008056	58	
20	0.00008056	58	
24	0.00008056	58	
18	0.00008056	58	
1	0.00008056	58	
37	0.00008056	58	
43	0.00011111	80	
29	0.00011111	80	
5	0.00011111	80	
20	0.00007222	52	
14	0.00007222	52	
18	0.00007222	52	
9	0.00003472	25	
12	0.00003472	25	
29	0.00003472	25	
11	0.00003472	25	
28	0.00013194	95	
42	0.00009444	68	
35	0.00009444	68	
44	0.00009444	68	
19	0.00012361	89	
2	0.00012361	89	
29	0.00012361	89	
49	0.00012361	89	
17	0.00001667	12	
14	0.00001667	12	
36	0.00001667	12	
43	0.00001667	12	
14	0.00001667	12	
39	0.00001667	12	
14	0.00001667	12	
17	0.00001667	12	
16	0.00001667	12	
36	0.00001667	12	
8	0.00001667	12	
3	0.00000972	7	
46	0.00000972	7	
5	0.00000972	7	
24	0.00000972	7	
26	0.00004028	29	
14	0.00004028	29	
38	0.00000139	1	
28	0.00000139	1	
23	0.00000139	1	
42	0.00000139	1	
3	0.00013056	94	
1	0.00013056	94	
37	0.00002361	17	
49	0.00002361	17	
43	0.00005417	39	
37	0.00005417	39	
42	0.00005417	39	
49	0.00005417	39	
46	0.00001528	11	
28	0.00011528	83	
32	0.00011528	83	
10	0.00011528	83	
48	0.00011528	83	
13	0.00007639	55	
11	0.00007639	55	
10	0.00003750	27	
44	0.00003750	27	
37	0.00003750	27	
1	0.00003750	27	
37	0.00006806	49	
28	0.00006806	49	
7	0.00006806	49	
41	0.00003056	22	
29	0.00003056	22	
43	0.00003056	22	
33	0.00012917	93	
49	0.00012917	93	
6	0.00012917	93	
31	0.00009167	66	
21	0.00009167	66	
22	0.00009167	66	
4	0.00009167	66	
8	0.00012222	88	
41	0.00012222	88	
1	0.00012222	88	
44	0.00012222	88	
20	0.00012222	88	
38	0.00012222	88	
44	0.00012222	88	
37	0.00012222	88	
41	0.00012222	88	
26	0.00012222	88	
4	0.00012222	88	
35	0.00012222	88	
33	0.00008333	60	
15	0.00008333	60	
7	0.00008333	60	
46	0.00008333	60	
30	0.00008333	60	
36	0.00008333	60	
21	0.00008333	60	
46	0.00008333	60	
37	0.00008333	60	
5	0.00008333	60	
14	0.00008333	60	
24	0.00008333	60	
10	0.00008333	60	
41	0.00008333	60	
27	0.00008333	60	
13	0.00008333	60	
27	0.00008333	60	
47	0.00008333	60	
48	0.00008333	60	
15	0.00008333	60	
1	0.00008333	60	
14	0.00008333	60	
7	0.00011389	82	
33	0.00011389	82	
31	0.00011389	82	
39	0.00011389	82	
19	0.00011389	82	
2	0.00011389	82	
29	0.00011389	82	
28	0.00011389	82	
32	0.00000694	5	
47	0.00000694	5	
34	0.00000694	5	
42	0.00000694	5	
31	0.00000694	5	
11	0.00000694	5	
28	0.00000694	5	
2	0.00000694	5	
25	0.00000694	5	
4	0.00010417	75	
38	0.00010417	75	
25	0.00010417	75	
7	0.00010417	75	
7	0.00010417	75	
29	0.00010417	75	
6	0.00010417	75	
37	0.00010417	75	
22	0.00010417	75	
18	0.00010417	75	
9	0.00010417	75	
22	0.00006667	48	
23	0.00006667	48	
47	0.00006667	48	
2	0.00006667	48	
13	0.00006667	48	
15	0.00006667	48	
8	0.00006667	48	
48	0.00006667	48	
4	0.00006667	48	
28	0.00006667	48	
15	0.00006667	48	
5	0.00006667	48	
31	0.00006667	48	
48	0.00006667	48	
6	0.00006667	48	
7	0.00006667	48	
25	0.00006667	48	
34	0.00006667	48	
8	0.00006667	48	
47	0.00002917	21	
18	0.00002917	21	
47	0.00002917	21	
35	0.00002917	21	
26	0.00002917	21	
44	0.00002917	21	
47	0.00002917	21	
10	0.00002917	21	
8	0.00002917	21	
13	0.00002917	21	
8	0.00002917	21	
46	0.00002917	21	
19	0.00002917	21	
8	0.00002917	21	
47	0.00002917	21	
11	0.00002917	21	
2	0.00002917	21	
17	0.00002917	21	
29	0.00002917	21	
49	0.00002917	21	
10	0.00012778	92	
45	0.00012778	92	
37	0.00012778	92	
35	0.00012778	92	
42	0.00012778	92	
41	0.00012778	92	
40	0.00012778	92	
47	0.00012778	92	
34	0.00012778	92	
26	0.00012778	92	
19	0.00012778	92	
29	0.00012778	92	
10	0.00012778	92	
26	0.00012778	92	
43	0.00012778	92	
25	0.00012778	92	
45	0.00012778	92	
1	0.00012778	92	
7	0.00012778	92	
7	0.00012778	92	
39	0.00012778	92	
1	0.00012778	92	
42	0.00012778	92	
42	0.00012778	92	
19	0.00012778	92	
13	0.00012778	92	
34	0.00012778	92	
6	0.00002083	15	
11	0.00002083	15	
7	0.00005139	37	
12	0.00001250	9	
3	0.00001250	9	
10	0.00004167	30	
26	0.00004167	30	
6	0.00004167	30	
44	0.00000417	3	
16	0.00000417	3	
48	0.00000417	3	
19	0.00010417	75	
31	0.00006528	47	
42	0.00006528	47	
37	0.00006528	47	
6	0.00006528	47	
31	0.00006528	47	
38	0.00009583	69	
32	0.00009583	69	
17	0.00009583	69	
11	0.00005694	41	
1	0.00005694	41	
7	0.00008750	63	
31	0.00008750	63	
6	0.00005000	36	
40	0.00005000	36	
42	0.00007917	57	
6	0.00004028	29	
37	0.00007083	51	
13	0.00007083	51	
20	0.00003472	25	
8	0.00003472	25	
30	0.00013194	95	
16	0.00009444	68	
4	0.00009444	68	
17	0.00009444	68	
21	0.00009444	68	
49	0.00005556	40	
10	0.00005556	40	
Node ID	Battery Consumption (%)	TotalNumber of Transactions
28	0.00002361	17	
2	0.00002361	17	
23	0.00002361	17	
12	0.00002361	17	
17	0.00002361	17	
1	0.00005417	39	
47	0.00008611	62	
41	0.00008611	62	
25	0.00008611	62	
4	0.00011667	84	
44	0.00003889	28	
41	0.00003889	28	
32	0.00000139	1	
3	0.00003056	22	
4	0.00012917	93	
15	0.00002222	16	
4	0.00012222	88	
23	0.00012222	88	
46	0.00001528	11	
1	0.00001528	11	
17	0.00001528	11	
22	0.00001528	11	
17	0.00011389	82	
2	0.00000694	5	
17	0.00000694	5	
20	0.00003611	26	
33	0.00003611	26	
22	0.00003611	26	
8	0.00003611	26	
16	0.00013611	98	
41	0.00002917	21	
12	0.00002917	21	
30	0.00002917	21	
32	0.00012778	92	
15	0.00002083	15	
20	0.00002083	15	
25	0.00002083	15	
4	0.00002083	15	
4	0.00002083	15	
39	0.00012083	87	
6	0.00008194	59	
33	0.00008194	59	
21	0.00008194	59	
44	0.00004306	31	
29	0.00004306	31	
3	0.00004306	31	
26	0.00007361	53	
47	0.00007361	53	
30	0.00007361	53	
40	0.00002778	20	
42	0.00002778	20	
47	0.00002778	20	
45	0.00002778	20	
10	0.00012639	91	
8	0.00012639	91	
22	0.00012639	91	
4	0.00012639	91	
35	0.00001944	14	
34	0.00001944	14	
37	0.00001944	14	
44	0.00001944	14	
35	0.00001944	14	
17	0.00001111	8	
2	0.00001111	8	
36	0.00001111	8	
41	0.00004167	30	
49	0.00000278	2	
40	0.00000278	2	
31	0.00000278	2	
34	0.00000278	2	
26	0.00000278	2	
30	0.00003333	24	
35	0.00003333	24	
45	0.00003333	24	
3	0.00013194	95	
13	0.00013194	95	
3	0.00013194	95	
40	0.00013194	95	
23	0.00013194	95	
7	0.00013194	95	
29	0.00013194	95	
42	0.00013194	95	
22	0.00013194	95	
33	0.00013194	95	
29	0.00013194	95	
42	0.00013194	95	
23	0.00013194	95	
43	0.00013194	95	
25	0.00013194	95	
4	0.00013194	95	
28	0.00013194	95	
47	0.00013194	95	
20	0.00013194	95	
24	0.00009583	69	
18	0.00009583	69	
1	0.00009583	69	
37	0.00009583	69	
43	0.00005556	40	
29	0.00005556	40	
5	0.00005556	40	
20	0.00001667	12	
14	0.00001667	12	
18	0.00004722	34	
9	0.00000972	7	
12	0.00000972	7	
29	0.00000972	7	
11	0.00000972	7	
28	0.00007083	51	
42	0.00013056	94	
35	0.00009306	67	
44	0.00009306	67	
19	0.00009306	67	
2	0.00009306	67	
29	0.00001528	11	
49	0.00001528	11	
17	0.00001528	11	
14	0.00001528	11	
36	0.00001528	11	
43	0.00001528	11	
14	0.00001528	11	
39	0.00001528	11	
14	0.00001528	11	
17	0.00004583	33	
16	0.00004583	33	
36	0.00004583	33	
8	0.00004583	33	
3	0.00003750	27	
46	0.00003750	27	
5	0.00003750	27	
24	0.00006806	49	
26	0.00009861	71	
14	0.00012917	93	
38	0.00012917	93	
28	0.00012917	93	
23	0.00012917	93	
42	0.00009028	65	
3	0.00011250	81	
1	0.00011250	81	
37	0.00000694	5	
49	0.00003611	26	
43	0.00006667	48	
37	0.00006667	48	
42	0.00002778	20	
49	0.00002778	20	
46	0.00008889	64	
28	0.00011806	85	
32	0.00011806	85	
10	0.00011806	85	
48	0.00001250	9	
13	0.00001250	9	
